[54.174.96.216] out: servers started
[52.31.145.45] out: timestampB (78, 1447330810.613433)
[54.174.105.62] out: got 16384 TXs
[54.174.105.62] out: timestampB (43, 1447330813.337955)
[52.31.158.67] out: got 16384 TXs
[52.31.158.67] out: timestampB (65, 1447330821.866134)
[54.179.128.231] out: got 16384 TXs
[54.179.128.231] out: timestampB (101, 1447330824.128221)
[54.169.236.16] out: got 16384 TXs
[54.169.236.16] out: timestampB (108, 1447330827.688303)
[54.179.131.85] out: got 16384 TXs
[54.179.131.85] out: timestampB (100, 1447330829.529904)
[52.68.169.196] out: got 16384 TXs
[52.68.169.196] out: timestampB (115, 1447330832.710370)
[52.192.176.138] out: got 16384 TXs
[52.192.176.138] out: timestampB (112, 1447330832.605233)
[52.192.161.15] out: got 16384 TXs
[52.192.161.15] out: timestampB (121, 1447330833.778065)
[54.169.229.231] out: got 16384 TXs
[54.169.229.231] out: timestampB (103, 1447330833.474580)
[52.192.176.242] out: got 16384 TXs
[52.192.176.242] out: timestampB (117, 1447330834.146251)
[52.29.131.168] out: got 16384 TXs
[52.29.131.168] out: timestampB (87, 1447330836.617616)
[52.192.177.62] out: got 16384 TXs
[52.192.177.62] out: timestampB (122, 1447330837.407153)
[52.69.201.55] out: got 16384 TXs
[52.69.201.55] out: timestampB (120, 1447330837.793454)
[52.192.84.105] out: got 16384 TXs
[52.192.84.105] out: timestampB (113, 1447330840.792577)
[52.192.174.217] out: got 16384 TXs
[52.192.174.217] out: timestampB (123, 1447330841.618608)
[52.68.93.132] out: got 16384 TXs
[52.68.93.132] out: timestampB (114, 1447330840.928406)
[54.179.169.70] out: got 16384 TXs
[54.179.169.70] out: timestampB (97, 1447330841.314432)
[54.179.166.32] out: got 16384 TXs
[54.179.166.32] out: timestampB (110, 1447330841.625986)
[54.169.243.16] out: got 16384 TXs
[54.169.243.16] out: timestampB (99, 1447330841.987217)
[54.233.81.243] out: got 16383 TXs
[54.233.81.243] out: timestampB (59, 1447330842.911406)
[54.179.130.182] out: got 16384 TXs
[54.179.130.182] out: timestampB (111, 1447330842.966855)
[54.179.150.193] out: got 16384 TXs
[54.179.150.193] out: timestampB (107, 1447330842.790202)
[54.169.236.2] out: got 16384 TXs
[54.169.236.2] out: timestampB (105, 1447330845.083929)
[54.179.151.204] out: got 16384 TXs
[54.179.151.204] out: timestampB (96, 1447330846.382266)
[54.179.169.27] out: got 16383 TXs
[54.179.169.27] out: timestampB (98, 1447330847.574791)
[52.33.202.130] out: got 16384 TXs
[52.33.202.130] out: timestampB (5, 1447330850.249574)
[54.179.160.172] out: got 16384 TXs
[54.179.160.172] out: timestampB (102, 1447330850.630697)
[52.68.97.243] out: got 16384 TXs
[52.68.97.243] out: timestampB (118, 1447330852.183677)
[54.233.89.230] out: got 16384 TXs
[54.233.89.230] out: timestampB (58, 1447330852.767186)
[54.169.236.174] out: got 16384 TXs
[54.169.236.174] out: timestampB (104, 1447330852.980564)
[54.233.91.189] out: got 16384 TXs
[54.233.91.189] out: timestampB (63, 1447330853.491124)
[54.179.150.72] out: got 16384 TXs
[54.179.150.72] out: timestampB (109, 1447330853.024665)
[54.233.81.73] out: got 16384 TXs
[54.233.81.73] out: timestampB (48, 1447330855.917979)
[54.233.81.185] out: got 16384 TXs
[54.233.81.185] out: timestampB (61, 1447330857.086600)
[54.179.146.81] out: got 16384 TXs
[54.179.146.81] out: timestampB (106, 1447330858.801354)
[54.207.100.110] out: got 16384 TXs
[54.207.100.110] out: timestampB (62, 1447330859.749969)
[54.233.88.21] out: got 16384 TXs
[54.233.88.21] out: timestampB (56, 1447330861.494352)
[54.233.93.81] out: got 16384 TXs
[54.233.93.81] out: timestampB (50, 1447330861.829874)
[54.233.93.107] out: got 16384 TXs
[54.233.93.107] out: timestampB (51, 1447330863.179262)
[54.232.249.250] out: got 16384 TXs
[54.232.249.250] out: timestampB (52, 1447330863.402557)
[54.233.78.163] out: got 16384 TXs
[54.233.78.163] out: timestampB (53, 1447330863.634458)
[54.233.83.182] out: got 16384 TXs
[54.233.83.182] out: timestampB (49, 1447330863.585570)
[54.233.89.23] out: got 16384 TXs
[54.233.89.23] out: timestampB (60, 1447330865.526503)
[54.233.90.226] out: got 16384 TXs
[54.233.90.226] out: timestampB (55, 1447330867.836860)
[54.233.95.71] out: got 16384 TXs
[54.233.95.71] out: timestampB (57, 1447330870.822227)
[54.207.32.214] out: got 16384 TXs
[54.207.32.214] out: timestampB (54, 1447330873.322884)
[52.192.177.178] out: got 16384 TXs
[52.192.177.178] out: timestampB (116, 1447330998.497658)
[54.232.249.250] out: [52] synced transactions.
[54.232.249.250] out: timestampE (52, 1447331198.642989)
[52.29.103.199] out: [81] synced transactions.
[52.29.103.199] out: timestampE (81, 1447331198.375061)
[52.192.178.31] out: [127] synced transactions.
[52.192.178.31] out: timestampE (127, 1447331198.279331)
[52.69.201.55] out: [120] synced transactions.
[52.69.201.55] out: timestampE (120, 1447331198.633584)
[54.193.36.81] out: [26] synced transactions.
[54.193.36.81] out: timestampE (26, 1447331199.125812)
[52.192.177.52] out: [126] synced transactions.
[52.192.177.52] out: timestampE (126, 1447331198.300229)
[52.192.177.62] out: [122] synced transactions.
[52.192.177.62] out: timestampE (122, 1447331198.725157)
[52.31.145.254] out: [73] synced transactions.
[52.31.145.254] out: timestampE (73, 1447331198.910024)
[52.192.175.15] out: [119] synced transactions.
[52.192.175.15] out: timestampE (119, 1447331198.655082)
[52.29.133.9] out: [92] synced transactions.
[52.29.133.9] out: timestampE (92, 1447331199.005195)
[52.68.97.243] out: [118] synced transactions.
[52.68.97.243] out: timestampE (118, 1447331198.739654)
[52.31.165.121] out: [68] synced transactions.
[52.31.165.121] out: timestampE (68, 1447331198.403514)
[52.192.175.254] out: [125] synced transactions.
[52.192.175.254] out: timestampE (125, 1447331199.469304)
[52.192.84.190] out: [124] synced transactions.
[52.192.84.190] out: timestampE (124, 1447331199.159066)
[52.29.151.211] out: [88] synced transactions.
[52.29.151.211] out: timestampE (88, 1447331198.982113)
[54.233.89.230] out: [58] synced transactions.
[54.233.89.230] out: timestampE (58, 1447331199.338186)
[52.29.152.133] out: [95] synced transactions.
[52.29.152.133] out: timestampE (95, 1447331199.166869)
[52.29.125.245] out: [84] synced transactions.
[52.29.125.245] out: timestampE (84, 1447331199.289643)
[52.192.176.138] out: [112] synced transactions.
[52.192.176.138] out: timestampE (112, 1447331199.215368)
[52.33.231.17] out: [11] synced transactions.
[52.33.231.17] out: timestampE (11, 1447331198.922555)
[52.192.176.242] out: [117] synced transactions.
[52.192.176.242] out: timestampE (117, 1447331199.336441)
[52.29.59.159] out: [94] synced transactions.
[52.29.59.159] out: timestampE (94, 1447331199.470482)
[54.233.81.243] out: [59] synced transactions.
[54.233.81.243] out: timestampE (59, 1447331199.683558)
[54.179.131.85] out: [100] synced transactions.
[54.179.131.85] out: timestampE (100, 1447331199.317777)
[52.31.44.237] out: [69] synced transactions.
[52.31.44.237] out: timestampE (69, 1447331199.535726)
[52.31.146.140] out: [70] synced transactions.
[52.31.146.140] out: timestampE (70, 1447331198.888061)
[52.33.233.148] out: [14] synced transactions.
[52.33.233.148] out: timestampE (14, 1447331199.461117)
[54.233.81.185] out: [61] synced transactions.
[54.233.81.185] out: timestampE (61, 1447331200.010464)
[52.29.147.46] out: [80] synced transactions.
[52.29.147.46] out: timestampE (80, 1447331199.655834)
[52.33.220.84] out: [10] synced transactions.
[52.33.220.84] out: timestampE (10, 1447331199.565400)
[52.33.233.119] out: [7] synced transactions.
[52.33.233.119] out: timestampE (7, 1447331199.232616)
[52.31.171.194] out: [71] synced transactions.
[52.31.171.194] out: timestampE (71, 1447331199.468397)
[54.193.56.253] out: [24] synced transactions.
[54.193.56.253] out: timestampE (24, 1447331200.114377)
[54.169.229.231] out: [103] synced transactions.
[54.169.229.231] out: timestampE (103, 1447331199.394800)
[52.192.161.15] out: [121] synced transactions.
[52.192.161.15] out: timestampE (121, 1447331200.080175)
[54.193.41.79] out: [19] synced transactions.
[54.193.41.79] out: timestampE (19, 1447331200.069798)
[52.33.214.97] out: [4] synced transactions.
[52.33.214.97] out: timestampE (4, 1447331199.817948)
[54.174.96.1] out: [32] synced transactions.
[54.174.96.1] out: timestampE (32, 1447331199.781472)
[52.31.158.67] out: [65] synced transactions.
[52.31.158.67] out: timestampE (65, 1447331199.160049)
[54.179.128.231] out: [101] synced transactions.
[54.179.128.231] out: timestampE (101, 1447331199.784266)
[52.29.125.236] out: [90] synced transactions.
[52.29.125.236] out: timestampE (90, 1447331200.193796)
[52.31.143.237] out: [79] synced transactions.
[52.31.143.237] out: timestampE (79, 1447331199.211679)
[54.233.91.189] out: [63] synced transactions.
[54.233.91.189] out: timestampE (63, 1447331200.108998)
[52.29.151.220] out: [91] synced transactions.
[52.29.151.220] out: timestampE (91, 1447331199.379939)
[54.193.9.11] out: [23] synced transactions.
[54.193.9.11] out: timestampE (23, 1447331199.904690)
[52.29.140.0] out: [85] synced transactions.
[52.29.140.0] out: timestampE (85, 1447331200.329772)
[52.33.202.130] out: [5] synced transactions.
[52.33.202.130] out: timestampE (5, 1447331199.967355)
[54.169.236.16] out: [108] synced transactions.
[54.169.236.16] out: timestampE (108, 1447331199.991216)
[54.193.38.21] out: [20] synced transactions.
[54.193.38.21] out: timestampE (20, 1447331200.360247)
[52.31.144.8] out: [77] synced transactions.
[52.31.144.8] out: timestampE (77, 1447331200.418283)
[52.33.233.86] out: [15] synced transactions.
[52.33.233.86] out: timestampE (15, 1447331199.821134)
[54.193.39.252] out: [30] synced transactions.
[54.193.39.252] out: timestampE (30, 1447331200.528471)
[54.193.55.224] out: [28] synced transactions.
[54.193.55.224] out: timestampE (28, 1447331199.922524)
[54.179.150.193] out: [107] synced transactions.
[54.179.150.193] out: timestampE (107, 1447331199.951694)
[52.29.131.168] out: [87] synced transactions.
[52.29.131.168] out: timestampE (87, 1447331200.035336)
[52.31.152.163] out: [75] synced transactions.
[52.31.152.163] out: timestampE (75, 1447331200.340587)
[52.31.124.225] out: [74] synced transactions.
[52.31.124.225] out: timestampE (74, 1447331199.657625)
[54.193.59.248] out: [17] synced transactions.
[54.193.59.248] out: timestampE (17, 1447331200.635105)
[54.193.53.222] out: [22] synced transactions.
[54.193.53.222] out: timestampE (22, 1447331199.932615)
[54.174.100.11] out: [37] synced transactions.
[54.174.100.11] out: timestampE (37, 1447331200.832867)
[52.33.233.138] out: [8] synced transactions.
[52.33.233.138] out: timestampE (8, 1447331200.689768)
[52.68.169.196] out: [115] synced transactions.
[52.68.169.196] out: timestampE (115, 1447331200.515899)
[52.33.233.25] out: [0] synced transactions.
[52.33.233.25] out: timestampE (0, 1447331200.925847)
[52.29.153.95] out: [83] synced transactions.
[52.29.153.95] out: timestampE (83, 1447331200.960738)
[52.31.145.59] out: [67] synced transactions.
[52.31.145.59] out: timestampE (67, 1447331200.854544)
[52.29.152.138] out: [86] synced transactions.
[52.29.152.138] out: timestampE (86, 1447331200.430814)
[54.179.169.27] out: [98] synced transactions.
[54.179.169.27] out: timestampE (98, 1447331200.131709)
[54.174.100.252] out: [47] synced transactions.
[54.174.100.252] out: timestampE (47, 1447331200.978042)
[54.193.25.8] out: [18] synced transactions.
[54.193.25.8] out: timestampE (18, 1447331200.482564)
[54.193.54.78] out: [25] synced transactions.
[54.193.54.78] out: timestampE (25, 1447331201.096922)
[52.192.84.105] out: [113] synced transactions.
[52.192.84.105] out: timestampE (113, 1447331200.740948)
[54.179.151.204] out: [96] synced transactions.
[54.179.151.204] out: timestampE (96, 1447331200.710148)
[54.174.108.235] out: [39] synced transactions.
[54.174.108.235] out: timestampE (39, 1447331201.006702)
[52.33.233.78] out: [6] synced transactions.
[52.33.233.78] out: timestampE (6, 1447331200.512180)
[52.33.233.170] out: [13] synced transactions.
[52.33.233.170] out: timestampE (13, 1447331200.971216)
[54.193.43.238] out: [21] synced transactions.
[54.193.43.238] out: timestampE (21, 1447331201.172042)
[54.174.100.36] out: [40] synced transactions.
[54.174.100.36] out: timestampE (40, 1447331201.303267)
[54.179.130.182] out: [111] synced transactions.
[54.179.130.182] out: timestampE (111, 1447331200.952155)
[52.31.145.45] out: [78] synced transactions.
[52.31.145.45] out: timestampE (78, 1447331201.162381)
[52.29.140.18] out: [93] synced transactions.
[52.29.140.18] out: timestampE (93, 1447331201.001682)
[54.179.150.72] out: [109] synced transactions.
[54.179.150.72] out: timestampE (109, 1447331200.585812)
[54.193.7.227] out: [27] synced transactions.
[54.193.7.227] out: timestampE (27, 1447331201.316658)
[54.174.101.230] out: [38] synced transactions.
[54.174.101.230] out: timestampE (38, 1447331200.731115)
[54.179.166.32] out: [110] synced transactions.
[54.179.166.32] out: timestampE (110, 1447331200.558633)
[54.193.40.4] out: [29] synced transactions.
[54.193.40.4] out: timestampE (29, 1447331201.408566)
[54.193.57.222] out: [16] synced transactions.
[54.193.57.222] out: timestampE (16, 1447331201.094787)
[52.29.133.234] out: [89] synced transactions.
[52.29.133.234] out: timestampE (89, 1447331201.508909)
[52.33.233.243] out: [9] synced transactions.
[52.33.233.243] out: timestampE (9, 1447331201.486326)
[54.193.35.51] out: [31] synced transactions.
[54.193.35.51] out: timestampE (31, 1447331201.546030)
[52.31.171.198] out: [72] synced transactions.
[52.31.171.198] out: timestampE (72, 1447331201.134382)
[54.169.236.2] out: [105] synced transactions.
[54.169.236.2] out: timestampE (105, 1447331201.137165)
[54.174.108.14] out: [46] synced transactions.
[54.174.108.14] out: timestampE (46, 1447331201.881691)
[54.174.99.66] out: [44] synced transactions.
[54.174.99.66] out: timestampE (44, 1447331201.932982)
[54.179.169.70] out: [97] synced transactions.
[54.179.169.70] out: timestampE (97, 1447331201.575542)
[52.68.93.132] out: [114] synced transactions.
[52.68.93.132] out: timestampE (114, 1447331201.463071)
[54.174.99.143] out: [42] synced transactions.
[54.174.99.143] out: timestampE (42, 1447331201.596420)
[52.30.38.212] out: [66] synced transactions.
[52.30.38.212] out: timestampE (66, 1447331201.732174)
[52.33.176.227] out: [1] synced transactions.
[52.33.176.227] out: timestampE (1, 1447331202.025538)
[54.233.93.107] out: [51] synced transactions.
[54.233.93.107] out: timestampE (51, 1447331202.626304)
[54.169.243.16] out: [99] synced transactions.
[54.169.243.16] out: timestampE (99, 1447331202.183206)
[54.174.99.36] out: [34] synced transactions.
[54.174.99.36] out: timestampE (34, 1447331202.500671)
[52.192.174.217] out: [123] synced transactions.
[52.192.174.217] out: timestampE (123, 1447331203.040011)
[52.33.233.250] out: [12] synced transactions.
[52.33.233.250] out: timestampE (12, 1447331203.195320)
[54.179.160.172] out: [102] synced transactions.
[54.179.160.172] out: timestampE (102, 1447331202.528032)
[52.31.144.232] out: [64] synced transactions.
[52.31.144.232] out: timestampE (64, 1447331202.511179)
[52.33.233.214] out: [3] synced transactions.
[52.33.233.214] out: timestampE (3, 1447331204.447493)
[52.33.226.33] out: [2] synced transactions.
[52.33.226.33] out: timestampE (2, 1447331204.991424)
[54.174.105.62] out: [43] synced transactions.
[54.174.105.62] out: timestampE (43, 1447331204.659314)
[54.169.236.174] out: [104] synced transactions.
[54.169.236.174] out: timestampE (104, 1447331205.476217)
[54.174.114.106] out: [36] synced transactions.
[54.174.114.106] out: timestampE (36, 1447331205.929056)
[54.179.146.81] out: [106] synced transactions.
[54.179.146.81] out: timestampE (106, 1447331206.864590)
[54.233.89.23] out: [60] synced transactions.
[54.233.89.23] out: timestampE (60, 1447331207.657004)
[52.31.143.220] out: [76] synced transactions.
[52.31.143.220] out: timestampE (76, 1447331207.714803)
[54.233.81.73] out: [48] synced transactions.
[54.233.81.73] out: timestampE (48, 1447331208.649830)
[54.174.115.145] out: [35] synced transactions.
[54.174.115.145] out: timestampE (35, 1447331211.243762)
[54.233.93.81] out: [50] synced transactions.
[54.233.93.81] out: timestampE (50, 1447331212.796634)
[54.233.88.21] out: [56] synced transactions.
[54.233.88.21] out: timestampE (56, 1447331215.748108)
[52.192.177.178] out: /bin/bash: line 1: 12629 Killed                  python honest_party_test_EC2.py ~/hosts ~/128_32_1.key ~/ecdsa_keys 16384 128 32
[52.192.177.178] out: 


Fatal error: run() received nonzero return code 137 while executing!

Requested: python honest_party_test_EC2.py ~/hosts ~/128_32_1.key ~/ecdsa_keys 16384 128 32
Executed: /bin/bash -l -c "cd ~/HoneyBadgerBFT/mmr13 >/dev/null && python honest_party_test_EC2.py ~/hosts ~/128_32_1.key ~/ecdsa_keys 16384 128 32"

Aborting.
[52.29.133.234] out: Traceback (most recent call last):
[52.29.133.234] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.29.133.234] out:     result = self._run(*self.args, **self.kwargs)
[52.29.133.234] out:   File "honest_party_test_EC2.py", line 85, in _handle
[52.29.133.234] out:     s.sendall(struct.pack('<I', len(content)) + content)
[52.29.133.234] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.29.133.234] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.29.133.234] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.29.133.234] out:     return sock.send(data, flags)
[52.29.133.234] out: error: [Errno 104] Connection reset by peer
[52.29.133.234] out: <Greenlet at 0x7f0f69b52410: _handle> failed with error
[52.29.133.234] out: 
[54.207.100.110] out: [62] synced transactions.
[54.207.100.110] out: timestampE (62, 1447331217.759833)
[54.233.88.21] out: Traceback (most recent call last):
[54.233.88.21] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[54.233.88.21] out:     result = self._run(*self.args, **self.kwargs)
[54.233.88.21] out:   File "honest_party_test_EC2.py", line 85, in _handle
[54.233.88.21] out:     s.sendall(struct.pack('<I', len(content)) + content)
[54.233.88.21] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[54.233.88.21] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[54.233.88.21] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[54.233.88.21] out:     return sock.send(data, flags)
[54.233.88.21] out: error: [Errno 32] Broken pipe
[54.233.88.21] out: <Greenlet at 0x7fd8ff32e870: _handle> failed with error
[54.233.88.21] out: 
[54.233.90.226] out: [55] synced transactions.
[54.233.90.226] out: timestampE (55, 1447331218.455046)
[54.207.100.110] out: Traceback (most recent call last):
[54.207.100.110] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[54.207.100.110] out:     result = self._run(*self.args, **self.kwargs)
[54.207.100.110] out:   File "honest_party_test_EC2.py", line 85, in _handle
[54.207.100.110] out:     s.sendall(struct.pack('<I', len(content)) + content)
[54.207.100.110] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[54.207.100.110] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[54.207.100.110] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[54.207.100.110] out:     return sock.send(data, flags)
[54.207.100.110] out: error: [Errno 32] Broken pipe
[54.207.100.110] out: <Greenlet at 0x7f3aca9a5870: _handle> failed with error
[54.207.100.110] out: 
[54.233.90.226] out: Traceback (most recent call last):
[54.233.90.226] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[54.233.90.226] out:     result = self._run(*self.args, **self.kwargs)
[54.233.90.226] out:   File "honest_party_test_EC2.py", line 85, in _handle
[54.233.90.226] out:     s.sendall(struct.pack('<I', len(content)) + content)
[54.233.90.226] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[54.233.90.226] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[54.233.90.226] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[54.233.90.226] out:     return sock.send(data, flags)
[54.233.90.226] out: error: [Errno 32] Broken pipe
[54.233.90.226] out: <Greenlet at 0x7fcbbeda2870: _handle> failed with error
[54.233.90.226] out: 
[54.233.78.163] out: [53] synced transactions.
[54.233.78.163] out: timestampE (53, 1447331221.622503)
[54.233.83.182] out: [49] synced transactions.
[54.233.83.182] out: timestampE (49, 1447331222.618795)
