[52.29.124.19] out: servers started
[52.33.233.148] out: timestampB (14, 1447322760.479100)
[52.31.146.140] out: got 2048 TXs
[52.31.146.140] out: timestampB (70, 1447322760.318822)
[52.33.233.86] out: got 2048 TXs
[52.33.233.86] out: timestampB (15, 1447322760.486008)
[52.33.231.17] out: got 2048 TXs
[52.33.231.17] out: timestampB (11, 1447322760.417533)
[52.31.145.59] out: got 2048 TXs
[52.31.145.59] out: timestampB (67, 1447322760.812173)
[52.33.233.250] out: got 2048 TXs
[52.33.233.250] out: timestampB (12, 1447322760.972019)
[54.193.54.78] out: got 2048 TXs
[54.193.54.78] out: timestampB (25, 1447322760.971014)
[52.33.233.214] out: got 2048 TXs
[52.33.233.214] out: timestampB (3, 1447322760.716661)
[52.33.220.84] out: got 2048 TXs
[52.33.220.84] out: timestampB (10, 1447322760.897625)
[52.33.214.97] out: got 2048 TXs
[52.33.214.97] out: timestampB (4, 1447322760.988030)
[52.31.171.198] out: got 2048 TXs
[52.31.171.198] out: timestampB (72, 1447322760.817530)
[52.33.202.130] out: got 2048 TXs
[52.33.202.130] out: timestampB (5, 1447322761.017110)
[52.31.171.194] out: got 2048 TXs
[52.31.171.194] out: timestampB (71, 1447322760.873203)
[54.193.25.8] out: got 2048 TXs
[54.193.25.8] out: timestampB (18, 1447322760.950315)
[54.193.55.224] out: got 2048 TXs
[54.193.55.224] out: timestampB (28, 1447322760.907743)
[54.174.114.106] out: got 2048 TXs
[54.174.114.106] out: timestampB (36, 1447322760.898235)
[54.193.38.21] out: got 2048 TXs
[54.193.38.21] out: timestampB (20, 1447322761.319229)
[54.174.99.63] out: got 2048 TXs
[54.174.99.63] out: timestampB (33, 1447322760.909157)
[52.31.145.254] out: got 2048 TXs
[52.31.145.254] out: timestampB (73, 1447322761.208009)
[54.193.53.222] out: got 2048 TXs
[54.193.53.222] out: timestampB (22, 1447322760.924913)
[54.193.7.227] out: got 2048 TXs
[54.193.7.227] out: timestampB (27, 1447322761.329203)
[54.193.41.79] out: got 2048 TXs
[54.193.41.79] out: timestampB (19, 1447322761.292616)
[54.193.36.81] out: got 2048 TXs
[54.193.36.81] out: timestampB (26, 1447322761.396102)
[52.33.233.170] out: got 2048 TXs
[52.33.233.170] out: timestampB (13, 1447322761.239163)
[54.193.9.11] out: got 2048 TXs
[54.193.9.11] out: timestampB (23, 1447322761.189696)
[52.33.233.25] out: got 2048 TXs
[52.33.233.25] out: timestampB (0, 1447322761.456559)
[52.31.165.121] out: got 2048 TXs
[52.31.165.121] out: timestampB (68, 1447322760.991473)
[52.31.44.237] out: got 2048 TXs
[52.31.44.237] out: timestampB (69, 1447322761.252296)
[54.193.59.248] out: got 2048 TXs
[54.193.59.248] out: timestampB (17, 1447322761.434051)
[54.193.43.238] out: got 2048 TXs
[54.193.43.238] out: timestampB (21, 1447322761.464355)
[52.31.144.8] out: got 2048 TXs
[52.31.144.8] out: timestampB (77, 1447322761.493767)
[52.33.233.119] out: got 2048 TXs
[52.33.233.119] out: timestampB (7, 1447322761.229779)
[52.31.145.45] out: got 2048 TXs
[52.31.145.45] out: timestampB (78, 1447322761.459525)
[54.193.39.252] out: got 2048 TXs
[54.193.39.252] out: timestampB (30, 1447322761.550397)
[52.30.38.212] out: got 2048 TXs
[52.30.38.212] out: timestampB (66, 1447322761.294976)
[54.193.57.222] out: got 2048 TXs
[54.193.57.222] out: timestampB (16, 1447322761.391753)
[52.31.143.237] out: got 2048 TXs
[52.31.143.237] out: timestampB (79, 1447322761.205333)
[54.174.100.252] out: got 2048 TXs
[54.174.100.252] out: timestampB (47, 1447322761.719105)
[52.29.125.245] out: got 2048 TXs
[52.29.125.245] out: timestampB (84, 1447322761.599410)
[54.193.35.51] out: got 2048 TXs
[54.193.35.51] out: timestampB (31, 1447322761.816603)
[54.193.56.253] out: got 2048 TXs
[54.193.56.253] out: timestampB (24, 1447322761.951504)
[52.29.153.95] out: got 2048 TXs
[52.29.153.95] out: timestampB (83, 1447322761.893978)
[52.31.144.232] out: got 2048 TXs
[52.31.144.232] out: timestampB (64, 1447322761.448540)
[52.29.131.168] out: got 2048 TXs
[52.29.131.168] out: timestampB (87, 1447322761.675744)
[52.29.133.234] out: got 2048 TXs
[52.29.133.234] out: timestampB (89, 1447322761.979562)
[52.29.59.159] out: got 2048 TXs
[52.29.59.159] out: timestampB (94, 1447322761.881306)
[52.29.151.220] out: got 2048 TXs
[52.29.151.220] out: timestampB (91, 1447322761.643837)
[52.31.143.220] out: got 2048 TXs
[52.31.143.220] out: timestampB (76, 1447322762.012862)
[54.174.96.1] out: got 2048 TXs
[54.174.96.1] out: timestampB (32, 1447322761.927434)
[52.29.103.199] out: got 2048 TXs
[52.29.103.199] out: timestampB (81, 1447322761.857679)
[52.31.158.67] out: got 2048 TXs
[52.31.158.67] out: timestampB (65, 1447322761.678987)
[54.174.108.235] out: got 2048 TXs
[54.174.108.235] out: timestampB (39, 1447322762.108692)
[54.174.96.216] out: got 2048 TXs
[54.174.96.216] out: timestampB (45, 1447322762.125733)
[54.174.101.230] out: got 2048 TXs
[54.174.101.230] out: timestampB (38, 1447322761.999603)
[54.174.105.62] out: got 2048 TXs
[54.174.105.62] out: timestampB (43, 1447322762.078754)
[54.174.108.14] out: got 2048 TXs
[54.174.108.14] out: timestampB (46, 1447322762.292043)
[54.174.97.195] out: got 2048 TXs
[54.174.97.195] out: timestampB (41, 1447322762.349051)
[54.174.99.143] out: got 2048 TXs
[54.174.99.143] out: timestampB (42, 1447322762.029748)
[52.29.147.46] out: got 2048 TXs
[52.29.147.46] out: timestampB (80, 1447322762.262227)
[54.174.100.11] out: got 2048 TXs
[54.174.100.11] out: timestampB (37, 1447322762.416857)
[52.33.226.33] out: got 2048 TXs
[52.33.226.33] out: timestampB (2, 1447322762.391019)
[52.29.152.133] out: got 2048 TXs
[52.29.152.133] out: timestampB (95, 1447322762.275743)
[52.29.140.18] out: got 2048 TXs
[52.29.140.18] out: timestampB (93, 1447322762.312109)
[52.29.133.9] out: got 2048 TXs
[52.29.133.9] out: timestampB (92, 1447322762.360292)
[54.174.99.66] out: got 2048 TXs
[54.174.99.66] out: timestampB (44, 1447322762.456814)
[52.29.125.236] out: got 2048 TXs
[52.29.125.236] out: timestampB (90, 1447322762.515843)
[54.174.99.36] out: got 2048 TXs
[54.174.99.36] out: timestampB (34, 1447322762.316929)
[52.29.140.0] out: got 2048 TXs
[52.29.140.0] out: timestampB (85, 1447322762.596279)
[54.193.40.4] out: got 2048 TXs
[54.193.40.4] out: timestampB (29, 1447322762.640148)
[52.33.233.243] out: got 2048 TXs
[52.33.233.243] out: timestampB (9, 1447322762.602337)
[52.29.152.138] out: got 2048 TXs
[52.29.152.138] out: timestampB (86, 1447322762.509164)
[52.29.151.211] out: got 2048 TXs
[52.29.151.211] out: timestampB (88, 1447322762.737982)
[52.31.152.163] out: got 2048 TXs
[52.31.152.163] out: timestampB (75, 1447322762.849530)
[52.31.124.225] out: got 2048 TXs
[52.31.124.225] out: timestampB (74, 1447322762.633578)
[54.174.100.36] out: got 2048 TXs
[54.174.100.36] out: timestampB (40, 1447322763.288851)
[54.174.115.145] out: got 2048 TXs
[54.174.115.145] out: timestampB (35, 1447322763.243774)
[52.33.233.138] out: got 2048 TXs
[52.33.233.138] out: timestampB (8, 1447322763.461373)
[54.232.249.250] out: got 2048 TXs
[54.232.249.250] out: timestampB (52, 1447322766.755153)
[54.233.93.81] out: got 2048 TXs
[54.233.93.81] out: timestampB (50, 1447322767.107879)
[54.233.93.107] out: got 2048 TXs
[54.233.93.107] out: timestampB (51, 1447322767.172416)
[54.233.81.243] out: got 2048 TXs
[54.233.81.243] out: timestampB (59, 1447322767.171878)
[54.233.81.185] out: got 2048 TXs
[54.233.81.185] out: timestampB (61, 1447322767.363723)
[54.233.81.73] out: got 2048 TXs
[54.233.81.73] out: timestampB (48, 1447322767.366390)
[54.233.95.71] out: got 2048 TXs
[54.233.95.71] out: timestampB (57, 1447322767.514618)
[54.233.89.23] out: got 2048 TXs
[54.233.89.23] out: timestampB (60, 1447322767.524237)
[54.207.32.214] out: got 2048 TXs
[54.207.32.214] out: timestampB (54, 1447322767.777201)
[54.233.88.21] out: got 2048 TXs
[54.233.88.21] out: timestampB (56, 1447322767.919949)
[54.233.78.163] out: got 2048 TXs
[54.233.78.163] out: timestampB (53, 1447322768.160085)
[54.233.90.226] out: got 2048 TXs
[54.233.90.226] out: timestampB (55, 1447322768.521866)
[54.233.91.189] out: got 2048 TXs
[54.233.91.189] out: timestampB (63, 1447322768.481252)
[54.233.83.182] out: got 2048 TXs
[54.233.83.182] out: timestampB (49, 1447322768.648017)
[54.233.89.230] out: got 2048 TXs
[54.233.89.230] out: timestampB (58, 1447322768.889105)
[54.207.100.110] out: got 2048 TXs
[54.207.100.110] out: timestampB (62, 1447322769.386995)
[52.29.103.199] out: [81] synced transactions.
[52.29.103.199] out: timestampE (81, 1447322879.534364)
[52.29.133.9] out: [92] synced transactions.
[52.29.133.9] out: timestampE (92, 1447322879.684350)
[52.33.214.97] out: [4] synced transactions.
[52.33.214.97] out: timestampE (4, 1447322879.755845)
[52.29.125.245] out: [84] synced transactions.
[52.29.125.245] out: timestampE (84, 1447322879.729300)
[52.33.202.130] out: [5] synced transactions.
[52.33.202.130] out: timestampE (5, 1447322879.744688)
[54.193.36.81] out: [26] synced transactions.
[54.193.36.81] out: timestampE (26, 1447322879.979360)
[52.33.233.148] out: [14] synced transactions.
[52.33.233.148] out: timestampE (14, 1447322879.700218)
[52.68.97.243] out: [118] synced transactions.
[52.68.97.243] out: timestampE (118, 1447322879.690455)
[52.192.84.190] out: [124] synced transactions.
[52.192.84.190] out: timestampE (124, 1447322879.844021)
[52.192.177.62] out: [122] synced transactions.
[52.192.177.62] out: timestampE (122, 1447322879.791043)
[52.192.177.178] out: [116] synced transactions.
[52.192.177.178] out: timestampE (116, 1447322879.671930)
[52.33.233.86] out: [15] synced transactions.
[52.33.233.86] out: timestampE (15, 1447322879.672738)
[52.192.177.52] out: [126] synced transactions.
[52.192.177.52] out: timestampE (126, 1447322879.631618)
[52.192.175.254] out: [125] synced transactions.
[52.192.175.254] out: timestampE (125, 1447322880.076412)
[52.31.44.237] out: [69] synced transactions.
[52.31.44.237] out: timestampE (69, 1447322879.835719)
[52.31.145.254] out: [73] synced transactions.
[52.31.145.254] out: timestampE (73, 1447322879.908642)
[54.233.89.230] out: [58] synced transactions.
[54.233.89.230] out: timestampE (58, 1447322879.948821)
[52.192.178.31] out: [127] synced transactions.
[52.192.178.31] out: timestampE (127, 1447322879.754248)
[54.174.96.1] out: [32] synced transactions.
[54.174.96.1] out: timestampE (32, 1447322879.855106)
[52.29.152.133] out: [95] synced transactions.
[52.29.152.133] out: timestampE (95, 1447322879.880500)
[52.192.176.138] out: [112] synced transactions.
[52.192.176.138] out: timestampE (112, 1447322879.789287)
[52.33.233.138] out: [8] synced transactions.
[52.33.233.138] out: timestampE (8, 1447322879.983091)
[52.31.143.237] out: [79] synced transactions.
[52.31.143.237] out: timestampE (79, 1447322879.539175)
[52.33.220.84] out: [10] synced transactions.
[52.33.220.84] out: timestampE (10, 1447322879.869658)
[52.33.233.214] out: [3] synced transactions.
[52.33.233.214] out: timestampE (3, 1447322879.781845)
[54.233.95.71] out: [57] synced transactions.
[54.233.95.71] out: timestampE (57, 1447322880.045228)
[54.232.249.250] out: [52] synced transactions.
[54.232.249.250] out: timestampE (52, 1447322879.974209)
[54.193.55.224] out: [28] synced transactions.
[54.193.55.224] out: timestampE (28, 1447322879.764052)
[54.233.83.182] out: [49] synced transactions.
[54.233.83.182] out: timestampE (49, 1447322879.898282)
[54.193.43.238] out: [21] synced transactions.
[54.193.43.238] out: timestampE (21, 1447322880.059395)
[52.31.165.121] out: [68] synced transactions.
[52.31.165.121] out: timestampE (68, 1447322879.642637)
[54.233.93.107] out: [51] synced transactions.
[54.233.93.107] out: timestampE (51, 1447322880.076827)
[52.31.144.232] out: [64] synced transactions.
[52.31.144.232] out: timestampE (64, 1447322879.542478)
[54.233.91.189] out: [63] synced transactions.
[54.233.91.189] out: timestampE (63, 1447322880.011119)
[52.33.231.17] out: [11] synced transactions.
[52.33.231.17] out: timestampE (11, 1447322879.678591)
[54.233.81.243] out: [59] synced transactions.
[54.233.81.243] out: timestampE (59, 1447322879.987266)
[54.193.7.227] out: [27] synced transactions.
[54.193.7.227] out: timestampE (27, 1447322880.138419)
[54.233.93.81] out: [50] synced transactions.
[54.233.93.81] out: timestampE (50, 1447322880.074370)
[54.233.81.185] out: [61] synced transactions.
[54.233.81.185] out: timestampE (61, 1447322880.135043)
[52.192.176.242] out: [117] synced transactions.
[52.192.176.242] out: timestampE (117, 1447322879.893154)
[52.33.233.25] out: [0] synced transactions.
[52.33.233.25] out: timestampE (0, 1447322880.152413)
[52.29.151.211] out: [88] synced transactions.
[52.29.151.211] out: timestampE (88, 1447322879.853587)
[54.233.89.23] out: [60] synced transactions.
[54.233.89.23] out: timestampE (60, 1447322880.036431)
[52.192.161.15] out: [121] synced transactions.
[52.192.161.15] out: timestampE (121, 1447322880.066849)
[52.192.174.217] out: [123] synced transactions.
[52.192.174.217] out: timestampE (123, 1447322880.100851)
[52.69.201.55] out: [120] synced transactions.
[52.69.201.55] out: timestampE (120, 1447322879.907245)
[54.193.54.78] out: [25] synced transactions.
[54.193.54.78] out: timestampE (25, 1447322880.144727)
[54.193.9.11] out: [23] synced transactions.
[54.193.9.11] out: timestampE (23, 1447322879.958279)
[54.193.59.248] out: [17] synced transactions.
[54.193.59.248] out: timestampE (17, 1447322880.128866)
[52.192.175.15] out: [119] synced transactions.
[52.192.175.15] out: timestampE (119, 1447322879.844915)
[52.33.233.243] out: [9] synced transactions.
[52.33.233.243] out: timestampE (9, 1447322880.074315)
[52.29.59.159] out: [94] synced transactions.
[52.29.59.159] out: timestampE (94, 1447322879.938794)
[52.31.158.67] out: [65] synced transactions.
[52.31.158.67] out: timestampE (65, 1447322879.613108)
[54.174.100.36] out: [40] synced transactions.
[54.174.100.36] out: timestampE (40, 1447322880.186982)
[52.29.151.220] out: [91] synced transactions.
[52.29.151.220] out: timestampE (91, 1447322879.667927)
[54.193.38.21] out: [20] synced transactions.
[54.193.38.21] out: timestampE (20, 1447322880.166386)
[54.179.131.85] out: [100] synced transactions.
[54.179.131.85] out: timestampE (100, 1447322879.880969)
[54.193.56.253] out: [24] synced transactions.
[54.193.56.253] out: timestampE (24, 1447322880.226380)
[54.174.108.235] out: [39] synced transactions.
[54.174.108.235] out: timestampE (39, 1447322880.047146)
[52.31.171.194] out: [71] synced transactions.
[52.31.171.194] out: timestampE (71, 1447322879.866132)
[54.174.108.14] out: [46] synced transactions.
[54.174.108.14] out: timestampE (46, 1447322880.124564)
[52.31.124.225] out: [74] synced transactions.
[52.31.124.225] out: timestampE (74, 1447322879.637711)
[54.193.25.8] out: [18] synced transactions.
[54.193.25.8] out: timestampE (18, 1447322879.861522)
[54.193.53.222] out: [22] synced transactions.
[54.193.53.222] out: timestampE (22, 1447322879.732778)
[54.169.229.231] out: [103] synced transactions.
[54.169.229.231] out: timestampE (103, 1447322879.859985)
[52.33.233.119] out: [7] synced transactions.
[54.179.128.231] out: [101] synced transactions.
[52.33.233.119] out: timestampE (7, 1447322879.819029)
[54.179.128.231] out: timestampE (101, 1447322879.966035)
[54.174.100.11] out: [37] synced transactions.
[54.174.100.11] out: timestampE (37, 1447322880.175864)
[52.33.233.170] out: [13] synced transactions.
[52.33.233.170] out: timestampE (13, 1447322880.063005)
[54.193.40.4] out: [29] synced transactions.
[54.193.40.4] out: timestampE (29, 1447322880.174841)
[54.193.57.222] out: [16] synced transactions.
[54.193.57.222] out: timestampE (16, 1447322879.983103)
[54.174.99.63] out: [33] synced transactions.
[54.174.105.62] out: [43] synced transactions.
[54.174.99.63] out: timestampE (33, 1447322879.807201)
[54.174.105.62] out: timestampE (43, 1447322879.957483)
[54.193.41.79] out: [19] synced transactions.
[54.193.41.79] out: timestampE (19, 1447322880.181370)
[54.169.236.16] out: [108] synced transactions.
[54.169.236.16] out: timestampE (108, 1447322880.024946)
[54.174.100.252] out: [47] synced transactions.
[54.174.100.252] out: timestampE (47, 1447322880.147959)
[54.174.99.143] out: [42] synced transactions.
[54.174.99.143] out: timestampE (42, 1447322879.866879)
[52.31.144.8] out: [77] synced transactions.
[52.31.144.8] out: timestampE (77, 1447322880.177586)
[54.179.166.32] out: [110] synced transactions.
[54.179.166.32] out: timestampE (110, 1447322879.824898)
[54.193.39.252] out: [30] synced transactions.
[54.193.39.252] out: timestampE (30, 1447322880.189970)
[52.33.233.250] out: [12] synced transactions.
[52.33.233.250] out: timestampE (12, 1447322880.269555)
[52.31.152.163] out: [75] synced transactions.
[52.31.152.163] out: timestampE (75, 1447322880.051797)
[54.174.97.195] out: [41] synced transactions.
[54.174.97.195] out: timestampE (41, 1447322880.259001)
[52.31.145.45] out: [78] synced transactions.
[52.31.145.45] out: timestampE (78, 1447322880.159048)
[52.68.169.196] out: [115] synced transactions.
[52.68.169.196] out: timestampE (115, 1447322880.035150)
[52.30.38.212] out: [66] synced transactions.
[52.30.38.212] out: timestampE (66, 1447322879.933015)
[52.192.84.105] out: [113] synced transactions.
[52.192.84.105] out: timestampE (113, 1447322880.032241)
[52.29.131.168] out: [87] synced transactions.
[52.29.131.168] out: timestampE (87, 1447322879.939245)
[54.193.35.51] out: [31] synced transactions.
[54.193.35.51] out: timestampE (31, 1447322880.212349)
[54.179.160.172] out: [102] synced transactions.
[54.179.160.172] out: timestampE (102, 1447322879.945152)
[52.29.147.46] out: [80] synced transactions.
[52.29.147.46] out: timestampE (80, 1447322880.120059)
[52.31.146.140] out: [70] synced transactions.
[52.31.146.140] out: timestampE (70, 1447322879.796962)
[54.179.150.72] out: [109] synced transactions.
[54.179.150.72] out: timestampE (109, 1447322879.936474)
[54.179.150.193] out: [107] synced transactions.
[54.179.150.193] out: timestampE (107, 1447322879.981945)
[52.29.140.0] out: [85] synced transactions.
[52.29.140.0] out: timestampE (85, 1447322880.299503)
[54.169.236.174] out: [104] synced transactions.
[54.169.236.174] out: timestampE (104, 1447322880.241201)
[54.179.130.182] out: [111] synced transactions.
[54.179.130.182] out: timestampE (111, 1447322880.125912)
[54.179.169.27] out: [98] synced transactions.
[54.179.169.27] out: timestampE (98, 1447322879.869149)
[54.169.243.16] out: [99] synced transactions.
[54.169.243.16] out: timestampE (99, 1447322880.084093)
[52.29.125.236] out: [90] synced transactions.
[52.29.125.236] out: timestampE (90, 1447322880.267740)
[52.68.93.132] out: [114] synced transactions.
[52.68.93.132] out: timestampE (114, 1447322879.874732)
[54.169.236.2] out: [105] synced transactions.
[54.169.236.2] out: timestampE (105, 1447322879.965156)
[54.179.146.81] out: [106] synced transactions.
[54.179.146.81] out: timestampE (106, 1447322880.088420)
[52.29.152.138] out: [86] synced transactions.
[52.29.152.138] out: timestampE (86, 1447322880.048875)
[52.29.153.95] out: [83] synced transactions.
[52.29.153.95] out: timestampE (83, 1447322880.329234)
[52.31.145.59] out: [67] synced transactions.
[52.31.145.59] out: timestampE (67, 1447322880.311165)
[54.179.169.70] out: [97] synced transactions.
[54.179.169.70] out: timestampE (97, 1447322880.075504)
[54.179.151.204] out: [96] synced transactions.
[54.179.151.204] out: timestampE (96, 1447322880.185040)
[52.29.140.18] out: [93] synced transactions.
[52.29.140.18] out: timestampE (93, 1447322880.465295)
[54.174.99.66] out: [44] synced transactions.
[54.174.99.66] out: timestampE (44, 1447322880.555551)
[52.33.176.227] out: [1] synced transactions.
[52.33.176.227] out: timestampE (1, 1447322880.457193)
[54.174.99.36] out: [34] synced transactions.
[54.174.99.36] out: timestampE (34, 1447322880.627788)
[54.174.101.230] out: [38] synced transactions.
[54.174.101.230] out: timestampE (38, 1447322880.659120)
[54.174.96.216] out: [45] synced transactions.
[54.174.96.216] out: timestampE (45, 1447322881.225765)
[52.33.226.33] out: [2] synced transactions.
[52.33.226.33] out: timestampE (2, 1447322881.308214)
[54.174.114.106] out: [36] synced transactions.
[54.174.114.106] out: timestampE (36, 1447322881.078559)
[52.31.171.198] out: [72] synced transactions.
[52.31.171.198] out: timestampE (72, 1447322881.578053)
[54.174.115.145] out: [35] synced transactions.
[54.174.115.145] out: timestampE (35, 1447322881.826851)
[52.29.133.234] out: [89] synced transactions.
[52.29.133.234] out: timestampE (89, 1447322881.922958)
[52.33.233.78] out: [6] synced transactions.
[52.33.233.78] out: timestampE (6, 1447322881.727194)
[52.31.143.220] out: [76] synced transactions.
[52.31.143.220] out: timestampE (76, 1447322882.347986)
[54.233.78.163] out: [53] synced transactions.
[54.233.78.163] out: timestampE (53, 1447322882.539035)
[54.207.100.110] out: [62] synced transactions.
[54.207.100.110] out: timestampE (62, 1447322882.679409)
[54.233.88.21] out: [56] synced transactions.
[54.233.88.21] out: timestampE (56, 1447322883.118600)
[54.233.90.226] out: [55] synced transactions.
[54.233.90.226] out: timestampE (55, 1447322883.720327)
[54.233.81.73] out: [48] synced transactions.
[54.233.81.73] out: timestampE (48, 1447322883.937137)
[54.207.32.214] out: [54] synced transactions.
[54.207.32.214] out: timestampE (54, 1447322884.521020)

[52.29.124.19] out: servers started
[52.192.176.138] out: got 2048 TXs
[52.192.176.138] out: timestampB (112, 1447322976.475824)
[54.179.169.27] out: got 2048 TXs
[54.179.169.27] out: timestampB (98, 1447322976.389344)
[52.192.84.190] out: got 2048 TXs
[52.192.84.190] out: timestampB (124, 1447322976.733291)
[54.179.131.85] out: got 2048 TXs
[54.179.131.85] out: timestampB (100, 1447322976.624088)
[54.179.166.32] out: got 2048 TXs
[54.179.166.32] out: timestampB (110, 1447322976.498672)
[54.179.128.231] out: got 2048 TXs
[54.179.128.231] out: timestampB (101, 1447322976.736930)
[52.192.177.178] out: got 2048 TXs
[52.192.177.178] out: timestampB (116, 1447322976.637910)
[52.192.177.62] out: got 2048 TXs
[52.192.177.62] out: timestampB (122, 1447322976.746047)
[52.192.175.15] out: got 2048 TXs
[52.192.175.15] out: timestampB (119, 1447322976.768484)
[54.179.160.172] out: got 2048 TXs
[54.179.160.172] out: timestampB (102, 1447322976.748960)
[54.179.146.81] out: got 2048 TXs
[54.179.146.81] out: timestampB (106, 1447322976.848257)
[54.179.151.204] out: got 2048 TXs
[54.179.151.204] out: timestampB (96, 1447322976.870386)
[54.169.236.2] out: got 2048 TXs
[54.169.236.2] out: timestampB (105, 1447322976.729891)
[54.179.130.182] out: got 2048 TXs
[54.179.130.182] out: timestampB (111, 1447322976.912280)
[54.169.236.174] out: got 2048 TXs
[54.169.236.174] out: timestampB (104, 1447322977.071423)
[54.179.150.193] out: got 2048 TXs
[54.179.150.193] out: timestampB (107, 1447322976.891435)
[54.169.243.16] out: got 2048 TXs
[54.169.243.16] out: timestampB (99, 1447322976.981857)
[52.192.178.31] out: got 2048 TXs
[52.192.178.31] out: timestampB (127, 1447322976.963638)
[52.192.175.254] out: got 2048 TXs
[52.192.175.254] out: timestampB (125, 1447322977.333488)
[52.192.174.217] out: got 2048 TXs
[52.192.174.217] out: timestampB (123, 1447322977.293207)
[52.192.161.15] out: got 2048 TXs
[52.192.161.15] out: timestampB (121, 1447322977.380252)
[52.68.93.132] out: got 2048 TXs
[52.68.93.132] out: timestampB (114, 1447322977.021318)
[52.68.97.243] out: got 2048 TXs
[52.68.97.243] out: timestampB (118, 1447322977.933132)
[52.69.201.55] out: got 2048 TXs
[52.69.201.55] out: timestampB (120, 1447322978.024377)
[52.33.233.250] out: got 2048 TXs
[52.33.233.250] out: timestampB (12, 1447322978.286126)
[52.192.84.105] out: got 2048 TXs
[52.192.84.105] out: timestampB (113, 1447322978.021759)
[52.33.220.84] out: got 2048 TXs
[52.33.220.84] out: timestampB (10, 1447322978.027427)
[52.33.233.243] out: got 2048 TXs
[52.33.233.243] out: timestampB (9, 1447322978.193742)
[52.192.177.52] out: got 2048 TXs
[52.192.177.52] out: timestampB (126, 1447322977.876587)
[52.192.176.242] out: got 2048 TXs
[52.192.176.242] out: timestampB (117, 1447322978.089590)
[54.179.169.70] out: got 2048 TXs
[54.179.169.70] out: timestampB (97, 1447322978.060642)
[54.169.236.16] out: got 2048 TXs
[54.169.236.16] out: timestampB (108, 1447322978.168937)
[52.33.231.17] out: got 2048 TXs
[52.33.231.17] out: timestampB (11, 1447322977.962988)
[54.169.229.231] out: got 2048 TXs
[54.169.229.231] out: timestampB (103, 1447322978.088325)
