[54.232.199.192] out: servers started
[52.33.208.21] out: [1] synced transactions.
[52.33.208.21] out: timestampE (1, 1447167958.238721)
[52.8.92.220] out: [7] synced transactions.
[52.8.92.220] out: timestampE (7, 1447167958.797263)
[52.91.78.88] out: [10] synced transactions.
[52.91.78.88] out: timestampE (10, 1447167958.280139)
[54.208.194.6] out: [8] synced transactions.
[54.208.194.6] out: timestampE (8, 1447167958.234511)
[52.9.64.216] out: [4] synced transactions.
[52.9.64.216] out: timestampE (4, 1447167958.330736)
[52.29.95.105] out: [23] synced transactions.
[52.29.95.105] out: timestampE (23, 1447167958.502396)
[52.29.43.33] out: [21] synced transactions.
[52.29.43.33] out: timestampE (21, 1447167958.216373)
[52.23.168.188] out: [11] synced transactions.
[52.23.168.188] out: timestampE (11, 1447167958.324400)
[52.19.164.11] out: [16] synced transactions.
[52.19.164.11] out: timestampE (16, 1447167959.060941)
[52.26.214.226] out: [3] synced transactions.
[52.26.214.226] out: timestampE (3, 1447167958.402642)
[54.209.228.153] out: [9] synced transactions.
[54.209.228.153] out: timestampE (9, 1447167959.013727)
[52.16.85.22] out: [18] synced transactions.
[52.16.85.22] out: timestampE (18, 1447167958.253773)
[52.9.72.86] out: [5] synced transactions.
[52.9.72.86] out: timestampE (5, 1447167958.403573)
[52.69.80.131] out: [28] synced transactions.
[52.69.80.131] out: timestampE (28, 1447167958.409972)
[52.69.246.137] out: [31] synced transactions.
[52.31.164.91] out: [19] synced transactions.
[52.69.246.137] out: timestampE (31, 1447167958.350240)
[52.31.164.91] out: timestampE (19, 1447167958.330596)
[52.17.24.113] out: [17] synced transactions.
[52.17.24.113] out: timestampE (17, 1447167958.437360)
[54.94.243.208] out: [14] synced transactions.
[54.94.243.208] out: timestampE (14, 1447167959.375991)
[54.207.93.82] out: [12] synced transactions.
[54.207.93.82] out: timestampE (12, 1447167958.887345)
[54.233.97.117] out: [15] synced transactions.
[54.233.97.117] out: timestampE (15, 1447167959.050092)
[54.179.164.162] out: [25] synced transactions.
[54.179.164.162] out: timestampE (25, 1447167959.217814)
[54.232.199.192] out: [13] synced transactions.
[54.232.199.192] out: timestampE (13, 1447167959.290107)
[54.179.157.121] out: [26] synced transactions.
[54.179.157.121] out: timestampE (26, 1447167959.292069)
[52.192.140.223] out: [29] synced transactions.
[52.192.140.223] out: timestampE (29, 1447167960.033425)
[52.29.145.149] out: [22] synced transactions.
[52.29.145.149] out: timestampE (22, 1447167961.158941)
[52.28.65.114] out: [20] synced transactions.
[52.28.65.114] out: timestampE (20, 1447167961.330187)

[54.207.93.82] out: servers started
[52.24.127.191] out: got 1024 TXs
[52.24.127.191] out: timestampB (0, 1447168018.295276)
[52.27.237.141] out: got 1024 TXs
[52.27.237.141] out: timestampB (2, 1447168018.056902)
[52.33.208.21] out: got 1024 TXs
[52.33.208.21] out: timestampB (1, 1447168018.365780)
[52.9.64.216] out: got 1024 TXs
[52.9.64.216] out: timestampB (4, 1447168018.410281)
[52.8.19.154] out: got 1024 TXs
[52.8.19.154] out: timestampB (6, 1447168018.519662)
[52.8.92.220] out: got 1024 TXs
[52.8.92.220] out: timestampB (7, 1447168018.905703)
[52.26.214.226] out: got 1024 TXs
[52.26.214.226] out: timestampB (3, 1447168018.463765)
[52.9.72.86] out: got 1024 TXs
[52.9.72.86] out: timestampB (5, 1447168018.464848)
[52.23.168.188] out: got 1024 TXs
[52.23.168.188] out: timestampB (11, 1447168018.890437)
[52.91.78.88] out: got 1024 TXs
[52.91.78.88] out: timestampB (10, 1447168018.903251)
[54.208.194.6] out: got 1024 TXs
[54.208.194.6] out: timestampB (8, 1447168018.861723)
[54.209.228.153] out: got 1024 TXs
[54.209.228.153] out: timestampB (9, 1447168019.607372)
[52.16.85.22] out: got 1024 TXs
[52.16.85.22] out: timestampB (18, 1447168020.315349)
[52.17.24.113] out: got 1024 TXs
[52.17.24.113] out: timestampB (17, 1447168020.428312)
[52.31.164.91] out: got 1024 TXs
[52.31.164.91] out: timestampB (19, 1447168020.460606)
[52.192.140.223] out: got 1024 TXs
[52.192.140.223] out: timestampB (29, 1447168021.070759)
[52.69.246.137] out: got 1024 TXs
[52.69.246.137] out: timestampB (31, 1447168020.514972)
[52.19.164.11] out: got 1024 TXs
[52.19.164.11] out: timestampB (16, 1447168021.369088)
[52.69.80.131] out: got 1024 TXs
[52.69.80.131] out: timestampB (28, 1447168020.683794)
[52.69.156.69] out: got 1024 TXs
[52.69.156.69] out: timestampB (30, 1447168020.613416)
[52.29.43.33] out: got 1024 TXs
[52.29.43.33] out: timestampB (21, 1447168020.781964)
[52.28.65.114] out: got 1024 TXs
[52.28.65.114] out: timestampB (20, 1447168020.854050)
[52.29.95.105] out: got 1024 TXs
[52.29.95.105] out: timestampB (23, 1447168021.103397)
[52.29.145.149] out: got 1024 TXs
[52.29.145.149] out: timestampB (22, 1447168020.800686)
[54.179.157.121] out: got 1024 TXs
[54.179.157.121] out: timestampB (26, 1447168022.558629)
[54.179.164.162] out: got 1024 TXs
[54.179.164.162] out: timestampB (25, 1447168022.584450)
[54.179.135.65] out: got 1024 TXs
[54.179.135.65] out: timestampB (24, 1447168022.479170)
[54.233.97.117] out: got 1024 TXs
[54.233.97.117] out: timestampB (15, 1447168022.855604)
[54.207.93.82] out: got 1024 TXs
[54.207.93.82] out: timestampB (12, 1447168022.751319)
[54.232.199.192] out: got 1024 TXs
[54.232.199.192] out: timestampB (13, 1447168022.833342)
[54.94.243.208] out: got 1024 TXs
[54.94.243.208] out: timestampB (14, 1447168023.302315)
[54.169.212.80] out: got 1024 TXs
[54.169.212.80] out: timestampB (27, 1447168023.212751)
[52.24.127.191] out: [0] synced transactions.
[52.24.127.191] out: timestampE (0, 1447168027.901944)
[52.27.237.141] out: [2] synced transactions.
[52.27.237.141] out: timestampE (2, 1447168027.664931)
[52.8.19.154] out: [6] synced transactions.
[52.8.19.154] out: timestampE (6, 1447168028.107082)
[52.26.214.226] out: [3] synced transactions.
[52.26.214.226] out: timestampE (3, 1447168028.059066)
[52.33.208.21] out: [1] synced transactions.
[52.33.208.21] out: timestampE (1, 1447168027.978020)
[52.9.72.86] out: [5] synced transactions.
[52.9.72.86] out: timestampE (5, 1447168028.057776)
[52.23.168.188] out: [11] synced transactions.
[52.23.168.188] out: timestampE (11, 1447168027.987038)
[52.91.78.88] out: [10] synced transactions.
[52.91.78.88] out: timestampE (10, 1447168027.997374)
[52.9.64.216] out: [4] synced transactions.
[52.9.64.216] out: timestampE (4, 1447168028.016974)
[52.8.92.220] out: [7] synced transactions.
[52.8.92.220] out: timestampE (7, 1447168028.514026)
[54.208.194.6] out: [8] synced transactions.
[54.208.194.6] out: timestampE (8, 1447168027.957228)
[54.209.228.153] out: [9] synced transactions.
[54.209.228.153] out: timestampE (9, 1447168028.691651)
[52.69.80.131] out: [28] synced transactions.
[52.69.80.131] out: timestampE (28, 1447168028.108342)
[52.16.85.22] out: [18] synced transactions.
[52.16.85.22] out: timestampE (18, 1447168027.969222)
[52.29.95.105] out: [23] synced transactions.
[52.29.95.105] out: timestampE (23, 1447168028.282940)
[52.69.156.69] out: [30] synced transactions.
[52.69.156.69] out: timestampE (30, 1447168028.025164)
[52.17.24.113] out: [17] synced transactions.
[52.17.24.113] out: timestampE (17, 1447168028.007656)
[52.29.145.149] out: [22] synced transactions.
[52.29.145.149] out: timestampE (22, 1447168027.975935)
[52.31.164.91] out: [19] synced transactions.
[52.31.164.91] out: timestampE (19, 1447168027.965022)
[52.19.164.11] out: [16] synced transactions.
[52.19.164.11] out: timestampE (16, 1447168028.983260)
[54.233.97.117] out: [15] synced transactions.
[54.233.97.117] out: timestampE (15, 1447168028.839831)
[54.207.93.82] out: [12] synced transactions.
[54.207.93.82] out: timestampE (12, 1447168028.918455)
[54.232.199.192] out: [13] synced transactions.
[54.232.199.192] out: timestampE (13, 1447168029.221349)
[54.94.243.208] out: [14] synced transactions.
[54.94.243.208] out: timestampE (14, 1447168029.722371)
[52.28.65.114] out: [20] synced transactions.
[52.28.65.114] out: timestampE (20, 1447168030.379343)
[52.29.43.33] out: [21] synced transactions.
[52.29.43.33] out: timestampE (21, 1447168031.529017)

[54.208.194.6] out: servers started
[52.9.64.216] out: got 1024 TXs
[52.9.64.216] out: timestampB (4, 1447168054.099273)
[52.27.237.141] out: got 1024 TXs
[52.27.237.141] out: timestampB (2, 1447168053.832731)
[54.209.228.153] out: got 1024 TXs
[54.209.228.153] out: timestampB (9, 1447168054.837295)
[52.9.72.86] out: got 1024 TXs
[52.9.72.86] out: timestampB (5, 1447168054.373937)
[52.8.92.220] out: got 1024 TXs
[52.8.92.220] out: timestampB (7, 1447168054.864269)
[52.33.208.21] out: got 1024 TXs
[52.33.208.21] out: timestampB (1, 1447168054.383194)
[52.26.214.226] out: got 1024 TXs
[52.26.214.226] out: timestampB (3, 1447168054.469197)
[52.24.127.191] out: got 1024 TXs
[52.24.127.191] out: timestampB (0, 1447168054.571196)
[52.8.19.154] out: got 1024 TXs
[52.8.19.154] out: timestampB (6, 1447168054.811336)
[52.91.78.88] out: got 1024 TXs
[52.91.78.88] out: timestampB (10, 1447168054.702036)
[52.23.168.188] out: got 1024 TXs
[52.23.168.188] out: timestampB (11, 1447168054.770406)
[52.16.85.22] out: got 1024 TXs
[52.16.85.22] out: timestampB (18, 1447168055.500636)
[52.19.164.11] out: got 1024 TXs
[52.19.164.11] out: timestampB (16, 1447168056.309817)
[52.17.24.113] out: got 1024 TXs
[52.17.24.113] out: timestampB (17, 1447168055.576428)
[52.69.246.137] out: got 1024 TXs
[52.69.246.137] out: timestampB (31, 1447168055.729079)
[52.192.140.223] out: got 1024 TXs
[52.192.140.223] out: timestampB (29, 1447168056.299247)
[52.29.43.33] out: got 1024 TXs
[52.29.43.33] out: timestampB (21, 1447168055.910608)
[52.28.65.114] out: got 1024 TXs
[52.28.65.114] out: timestampB (20, 1447168055.993530)
[52.29.95.105] out: got 1024 TXs
[52.29.95.105] out: timestampB (23, 1447168056.253819)
[52.31.164.91] out: got 1024 TXs
[52.31.164.91] out: timestampB (19, 1447168056.226113)
[52.29.145.149] out: got 1024 TXs
[52.29.145.149] out: timestampB (22, 1447168056.463642)
[52.69.80.131] out: got 1024 TXs
[52.69.80.131] out: timestampB (28, 1447168056.752766)
[52.69.156.69] out: got 1024 TXs
[52.69.156.69] out: timestampB (30, 1447168056.711914)
[54.208.194.6] out: got 1024 TXs
[54.208.194.6] out: timestampB (8, 1447168056.891401)
[54.179.164.162] out: got 1024 TXs
[54.179.164.162] out: timestampB (25, 1447168057.767932)
[54.169.212.80] out: got 1024 TXs
[54.169.212.80] out: timestampB (27, 1447168057.331591)
[54.179.157.121] out: got 1024 TXs
[54.179.157.121] out: timestampB (26, 1447168057.804719)
[54.179.135.65] out: got 1024 TXs
[54.179.135.65] out: timestampB (24, 1447168057.597849)
[54.232.199.192] out: got 1024 TXs
[54.232.199.192] out: timestampB (13, 1447168057.879399)
[54.233.97.117] out: got 1024 TXs
[54.233.97.117] out: timestampB (15, 1447168058.001922)
[54.94.243.208] out: got 1024 TXs
[54.94.243.208] out: timestampB (14, 1447168058.839477)
[54.207.93.82] out: got 1024 TXs
[54.207.93.82] out: timestampB (12, 1447168058.612819)
[52.8.92.220] out: [7] synced transactions.
[52.8.92.220] out: timestampE (7, 1447168066.027791)
[52.9.64.216] out: [4] synced transactions.
[52.9.64.216] out: timestampE (4, 1447168065.538624)
[52.27.237.141] out: [2] synced transactions.
[52.27.237.141] out: timestampE (2, 1447168065.210968)
[52.8.19.154] out: [6] synced transactions.
[52.8.19.154] out: timestampE (6, 1447168065.651915)
[52.24.127.191] out: [0] synced transactions.
[52.24.127.191] out: timestampE (0, 1447168065.439854)
[52.33.208.21] out: [1] synced transactions.
[52.33.208.21] out: timestampE (1, 1447168065.517148)
[52.26.214.226] out: [3] synced transactions.
[52.26.214.226] out: timestampE (3, 1447168065.597148)
[52.9.72.86] out: [5] synced transactions.
[52.9.72.86] out: timestampE (5, 1447168065.574821)
[54.209.228.153] out: [9] synced transactions.
[54.209.228.153] out: timestampE (9, 1447168066.206967)
[52.23.168.188] out: [11] synced transactions.
[52.23.168.188] out: timestampE (11, 1447168065.534902)
[52.91.78.88] out: [10] synced transactions.
[52.91.78.88] out: timestampE (10, 1447168065.561488)
[52.28.65.114] out: [20] synced transactions.
[52.28.65.114] out: timestampE (20, 1447168065.573256)
[52.29.95.105] out: [23] synced transactions.
[52.29.95.105] out: timestampE (23, 1447168065.803384)
[52.19.164.11] out: [16] synced transactions.
[52.19.164.11] out: timestampE (16, 1447168066.332920)
[52.17.24.113] out: [17] synced transactions.
[52.17.24.113] out: timestampE (17, 1447168065.535452)
[52.29.145.149] out: [22] synced transactions.
[52.29.145.149] out: timestampE (22, 1447168065.509725)
[52.192.140.223] out: [29] synced transactions.
[52.192.140.223] out: timestampE (29, 1447168066.076552)
[54.232.199.192] out: [13] synced transactions.
[54.232.199.192] out: timestampE (13, 1447168065.620010)
[54.233.97.117] out: [15] synced transactions.
[54.233.97.117] out: timestampE (15, 1447168065.675772)
[54.169.212.80] out: [27] synced transactions.
[54.169.212.80] out: timestampE (27, 1447168065.231488)
[54.207.93.82] out: [12] synced transactions.
[54.207.93.82] out: timestampE (12, 1447168065.722421)
[54.208.194.6] out: [8] synced transactions.
[54.208.194.6] out: timestampE (8, 1447168065.802970)
[54.94.243.208] out: [14] synced transactions.
[54.94.243.208] out: timestampE (14, 1447168066.335086)
[52.69.156.69] out: [30] synced transactions.
[52.69.156.69] out: timestampE (30, 1447168065.857578)
[52.69.246.137] out: [31] synced transactions.
[52.69.246.137] out: timestampE (31, 1447168065.955123)
[52.16.85.22] out: [18] synced transactions.
[52.16.85.22] out: timestampE (18, 1447168066.173466)
[54.179.135.65] out: [24] synced transactions.
[54.179.135.65] out: timestampE (24, 1447168066.192183)
[52.31.164.91] out: [19] synced transactions.
[52.31.164.91] out: timestampE (19, 1447168068.685469)
[52.29.43.33] out: [21] synced transactions.
[52.29.43.33] out: timestampE (21, 1447168069.425506)

[54.232.199.192] out: servers started
[52.33.208.21] out: got 1024 TXs
[52.33.208.21] out: timestampB (1, 1447168112.850843)
[52.8.19.154] out: got 1024 TXs
[52.8.19.154] out: timestampB (6, 1447168112.994299)
[52.24.127.191] out: got 1024 TXs
[52.24.127.191] out: timestampB (0, 1447168112.817606)
[52.26.214.226] out: got 1024 TXs
[52.26.214.226] out: timestampB (3, 1447168112.941515)
[52.8.92.220] out: got 1024 TXs
[52.8.92.220] out: timestampB (7, 1447168113.387102)
[52.27.237.141] out: got 1024 TXs
[52.27.237.141] out: timestampB (2, 1447168112.600487)
[52.9.64.216] out: got 1024 TXs
[52.9.64.216] out: timestampB (4, 1447168112.948368)
[52.9.72.86] out: got 1024 TXs
[52.9.72.86] out: timestampB (5, 1447168113.008970)
[52.91.78.88] out: got 1024 TXs
[52.91.78.88] out: timestampB (10, 1447168113.346973)
[54.209.228.153] out: got 1024 TXs
[54.209.228.153] out: timestampB (9, 1447168114.023377)
[54.208.194.6] out: got 1024 TXs
[54.208.194.6] out: timestampB (8, 1447168113.291922)
[52.23.168.188] out: got 1024 TXs
[52.23.168.188] out: timestampB (11, 1447168113.389517)
[52.16.85.22] out: got 1024 TXs
[52.16.85.22] out: timestampB (18, 1447168114.759648)
[52.31.164.91] out: got 1024 TXs
[52.31.164.91] out: timestampB (19, 1447168114.805666)
[52.17.24.113] out: got 1024 TXs
[52.17.24.113] out: timestampB (17, 1447168114.868975)
[52.19.164.11] out: got 1024 TXs
[52.19.164.11] out: timestampB (16, 1447168115.687694)
[52.192.140.223] out: got 1024 TXs
[52.192.140.223] out: timestampB (29, 1447168115.581187)
[52.69.80.131] out: got 1024 TXs
[52.69.80.131] out: timestampB (28, 1447168115.166467)
[52.69.156.69] out: got 1024 TXs
[52.69.156.69] out: timestampB (30, 1447168115.196594)
[52.69.246.137] out: got 1024 TXs
[52.69.246.137] out: timestampB (31, 1447168115.148145)
[52.28.65.114] out: got 1024 TXs
[52.28.65.114] out: timestampB (20, 1447168115.272164)
[52.29.145.149] out: got 1024 TXs
[52.29.145.149] out: timestampB (22, 1447168115.294735)
[52.29.43.33] out: got 1024 TXs
[52.29.43.33] out: timestampB (21, 1447168115.294601)
[52.29.95.105] out: got 1024 TXs
[52.29.95.105] out: timestampB (23, 1447168115.890378)
[54.179.164.162] out: got 1024 TXs
[54.179.164.162] out: timestampB (25, 1447168117.012045)
[54.179.135.65] out: got 1024 TXs
[54.179.135.65] out: timestampB (24, 1447168116.864401)
[54.179.157.121] out: got 1024 TXs
[54.179.157.121] out: timestampB (26, 1447168117.082107)
[54.207.93.82] out: got 1024 TXs
[54.207.93.82] out: timestampB (12, 1447168117.152772)
[54.94.243.208] out: got 1024 TXs
[54.94.243.208] out: timestampB (14, 1447168117.725439)
[54.233.97.117] out: got 1024 TXs
[54.233.97.117] out: timestampB (15, 1447168117.330016)
[54.169.212.80] out: got 1024 TXs
[54.169.212.80] out: timestampB (27, 1447168116.930810)
[54.232.199.192] out: got 1024 TXs
[54.232.199.192] out: timestampB (13, 1447168117.455462)
[52.24.127.191] out: [0] synced transactions.
[52.24.127.191] out: timestampE (0, 1447168122.710948)
[52.23.168.188] out: [11] synced transactions.
[52.23.168.188] out: timestampE (11, 1447168122.818043)
[52.27.237.141] out: [2] synced transactions.
[52.27.237.141] out: timestampE (2, 1447168122.496134)
[54.209.228.153] out: [9] synced transactions.
[54.209.228.153] out: timestampE (9, 1447168123.499181)
[52.8.19.154] out: [6] synced transactions.
[52.8.19.154] out: timestampE (6, 1447168122.960979)
[52.9.64.216] out: [4] synced transactions.
[52.9.64.216] out: timestampE (4, 1447168122.849262)
[52.28.65.114] out: [20] synced transactions.
[52.28.65.114] out: timestampE (20, 1447168122.831084)
[52.9.72.86] out: [5] synced transactions.
[52.9.72.86] out: timestampE (5, 1447168122.912792)
[52.33.208.21] out: [1] synced transactions.
[52.33.208.21] out: timestampE (1, 1447168122.862185)
[52.26.214.226] out: [3] synced transactions.
[52.26.214.226] out: timestampE (3, 1447168122.921898)
[52.16.85.22] out: [18] synced transactions.
[52.16.85.22] out: timestampE (18, 1447168122.784435)
[52.8.92.220] out: [7] synced transactions.
[52.8.92.220] out: timestampE (7, 1447168123.401734)
[52.29.95.105] out: [23] synced transactions.
[52.29.95.105] out: timestampE (23, 1447168123.097800)
[52.29.145.149] out: [22] synced transactions.
[52.29.145.149] out: timestampE (22, 1447168122.830979)
[52.91.78.88] out: [10] synced transactions.
[52.91.78.88] out: timestampE (10, 1447168122.931611)
[52.69.156.69] out: [30] synced transactions.
[52.69.156.69] out: timestampE (30, 1447168122.927476)
[54.208.194.6] out: [8] synced transactions.
[54.208.194.6] out: timestampE (8, 1447168122.922136)
[52.69.246.137] out: [31] synced transactions.
[52.69.246.137] out: timestampE (31, 1447168122.874091)
[52.69.80.131] out: [28] synced transactions.
[52.69.80.131] out: timestampE (28, 1447168123.044682)
[52.31.164.91] out: [19] synced transactions.
[52.31.164.91] out: timestampE (19, 1447168122.949757)
[52.17.24.113] out: [17] synced transactions.
[52.17.24.113] out: timestampE (17, 1447168123.014940)
[52.192.140.223] out: [29] synced transactions.
[52.192.140.223] out: timestampE (29, 1447168123.685500)
[54.233.97.117] out: [15] synced transactions.
[54.233.97.117] out: timestampE (15, 1447168123.710157)
[54.207.93.82] out: [12] synced transactions.
[54.207.93.82] out: timestampE (12, 1447168123.639451)
[54.232.199.192] out: [13] synced transactions.
[54.232.199.192] out: timestampE (13, 1447168123.748506)
[54.94.243.208] out: [14] synced transactions.
[54.94.243.208] out: timestampE (14, 1447168124.283024)
[54.169.212.80] out: [27] synced transactions.
[54.169.212.80] out: timestampE (27, 1447168123.457416)
[52.19.164.11] out: [16] synced transactions.
[52.19.164.11] out: timestampE (16, 1447168124.767402)
[52.29.43.33] out: [21] synced transactions.
[52.29.43.33] out: timestampE (21, 1447168124.279584)
