[54.179.157.121] out: servers started
[54.232.199.192] out: got 8192 TXs
[54.232.199.192] out: timestampB (25, 1447177344.843579)
[54.179.157.121] out: got 8192 TXs
[54.179.157.121] out: timestampB (54, 1447177344.886001)
[54.232.218.195] out: got 8192 TXs
[54.232.218.195] out: timestampB (31, 1447177345.536508)
[54.207.93.82] out: got 8192 TXs
[54.207.93.82] out: timestampB (24, 1447177345.525344)
[54.233.97.117] out: got 8192 TXs
[54.233.97.117] out: timestampB (27, 1447177346.085044)
[54.232.250.8] out: got 8192 TXs
[54.232.250.8] out: timestampB (28, 1447177345.858654)
[54.233.107.89] out: got 8192 TXs
[54.233.107.89] out: timestampB (29, 1447177346.174070)
[54.179.135.65] out: got 8192 TXs
[54.179.135.65] out: timestampB (52, 1447177346.210638)
[54.169.248.67] out: got 8192 TXs
[54.169.248.67] out: timestampB (48, 1447177346.488064)
[54.233.104.96] out: got 8192 TXs
[54.233.104.96] out: timestampB (30, 1447177346.923986)
[54.169.212.80] out: got 8192 TXs
[54.169.212.80] out: timestampB (55, 1447177346.155643)
[54.94.243.208] out: got 8192 TXs
[54.94.243.208] out: timestampB (26, 1447177347.666569)
[52.29.43.107] out: [41] synced transactions.
[52.29.43.107] out: timestampE (41, 1447177432.834428)
[52.16.85.22] out: [34] synced transactions.
[52.16.85.22] out: timestampE (34, 1447177432.831475)
[52.29.143.40] out: [43] synced transactions.
[52.29.143.40] out: timestampE (43, 1447177433.229913)
[54.236.248.119] out: [18] synced transactions.
[54.236.248.119] out: timestampE (18, 1447177433.212491)
[54.179.164.162] out: [53] synced transactions.
[54.179.164.162] out: timestampE (53, 1447177433.324920)
[52.29.137.216] out: [40] synced transactions.
[52.29.137.216] out: timestampE (40, 1447177432.926548)
[52.91.97.171] out: [19] synced transactions.
[52.91.97.171] out: timestampE (19, 1447177433.267317)
[52.91.78.88] out: [22] synced transactions.
[52.91.78.88] out: timestampE (22, 1447177433.356314)
[107.21.5.236] out: [21] synced transactions.
[107.21.5.236] out: timestampE (21, 1447177433.383943)
[52.24.127.191] out: [4] synced transactions.
[52.24.127.191] out: timestampE (4, 1447177433.140619)
[54.179.157.121] out: [54] synced transactions.
[54.179.157.121] out: timestampE (54, 1447177433.289807)
[52.31.39.64] out: [36] synced transactions.
[52.31.39.64] out: timestampE (36, 1447177433.026275)
[52.23.168.188] out: [23] synced transactions.
[52.23.168.188] out: timestampE (23, 1447177433.392771)
[52.27.237.141] out: [6] synced transactions.
[52.27.237.141] out: timestampE (6, 1447177432.973114)
[52.31.124.103] out: [37] synced transactions.
[52.31.124.103] out: timestampE (37, 1447177433.401165)
[52.30.176.61] out: [39] synced transactions.
[52.30.176.61] out: timestampE (39, 1447177433.098701)
[54.169.246.15] out: [49] synced transactions.
[54.169.246.15] out: timestampE (49, 1447177433.357333)
[52.32.155.30] out: [1] synced transactions.
[52.32.155.30] out: timestampE (1, 1447177433.392194)
[52.28.65.114] out: [44] synced transactions.
[52.28.65.114] out: timestampE (44, 1447177433.578360)
[52.29.43.33] out: [45] synced transactions.
[52.29.43.33] out: timestampE (45, 1447177433.552490)
[52.29.145.149] out: [46] synced transactions.
[52.29.145.149] out: timestampE (46, 1447177433.574377)
[52.9.74.240] out: [12] synced transactions.
[52.9.74.240] out: timestampE (12, 1447177433.758902)
[52.29.95.105] out: [47] synced transactions.
[52.29.95.105] out: timestampE (47, 1447177434.007497)
[52.9.74.239] out: [14] synced transactions.
[52.9.74.239] out: timestampE (14, 1447177433.900083)
[52.29.120.70] out: [42] synced transactions.
[52.29.120.70] out: timestampE (42, 1447177433.677741)
[52.8.92.220] out: [15] synced transactions.
[52.8.92.220] out: timestampE (15, 1447177434.703950)
[52.9.64.216] out: [8] synced transactions.
[52.9.64.216] out: timestampE (8, 1447177434.034105)
[52.9.72.86] out: [9] synced transactions.
[52.9.72.86] out: timestampE (9, 1447177434.357641)
[52.9.74.238] out: [11] synced transactions.
[52.9.74.238] out: timestampE (11, 1447177434.294755)
[52.69.197.55] out: [58] synced transactions.
[52.69.197.55] out: timestampE (58, 1447177434.116805)
[52.8.19.154] out: [10] synced transactions.
[52.8.19.154] out: timestampE (10, 1447177434.824088)
[52.192.55.120] out: [59] synced transactions.
[52.192.55.120] out: timestampE (59, 1447177434.537768)
[54.209.228.153] out: [17] synced transactions.
[54.209.228.153] out: timestampE (17, 1447177435.435085)
[52.9.74.241] out: [13] synced transactions.
[52.9.74.241] out: timestampE (13, 1447177434.644266)
[52.25.56.120] out: [2] synced transactions.
[52.25.56.120] out: timestampE (2, 1447177434.334313)
[52.69.97.238] out: [57] synced transactions.
[52.69.97.238] out: timestampE (57, 1447177434.655497)
[52.25.82.27] out: [0] synced transactions.
[52.25.82.27] out: timestampE (0, 1447177434.406917)
[52.192.75.43] out: [60] synced transactions.
[52.192.75.43] out: timestampE (60, 1447177434.748025)
[52.17.24.113] out: [33] synced transactions.
[52.17.24.113] out: timestampE (33, 1447177434.739333)
[52.19.164.11] out: [32] synced transactions.
[52.19.164.11] out: timestampE (32, 1447177435.686905)
[54.169.246.32] out: [50] synced transactions.
[54.169.246.32] out: timestampE (50, 1447177434.416010)
[54.169.238.113] out: [51] synced transactions.
[54.169.238.113] out: timestampE (51, 1447177434.622194)
[52.33.103.236] out: [3] synced transactions.
[52.33.103.236] out: timestampE (3, 1447177435.003192)
[52.31.41.124] out: [38] synced transactions.
[52.31.41.124] out: timestampE (38, 1447177435.195395)
[52.69.246.137] out: [63] synced transactions.
[52.69.246.137] out: timestampE (63, 1447177435.473092)
[52.33.208.21] out: [5] synced transactions.
[52.33.208.21] out: timestampE (5, 1447177435.921249)
[54.232.250.8] out: [28] synced transactions.
[54.232.250.8] out: timestampE (28, 1447177436.408133)
[54.232.199.192] out: [25] synced transactions.
[54.232.199.192] out: timestampE (25, 1447177437.396899)
[52.69.156.69] out: [62] synced transactions.
[52.69.156.69] out: timestampE (62, 1447177438.291913)
[54.207.93.82] out: [24] synced transactions.
[54.207.93.82] out: timestampE (24, 1447177438.147851)
[52.26.214.226] out: [7] synced transactions.
[52.26.214.226] out: timestampE (7, 1447177438.449878)
[54.233.107.89] out: [29] synced transactions.
[54.233.107.89] out: timestampE (29, 1447177439.355696)
[52.31.164.91] out: [35] synced transactions.
[52.31.164.91] out: timestampE (35, 1447177439.163995)
[54.169.212.80] out: [55] synced transactions.
[54.169.212.80] out: timestampE (55, 1447177439.006852)
[52.69.80.131] out: [56] synced transactions.
[52.69.80.131] out: timestampE (56, 1447177439.962807)
[54.232.218.195] out: [31] synced transactions.
[54.232.218.195] out: timestampE (31, 1447177440.346396)
[52.192.140.223] out: [61] synced transactions.
[52.192.140.223] out: timestampE (61, 1447177441.094387)
[54.179.135.65] out: [52] synced transactions.
[54.179.135.65] out: timestampE (52, 1447177440.340623)
[54.169.248.67] out: [48] synced transactions.
[54.169.248.67] out: timestampE (48, 1447177440.612601)
[54.233.97.117] out: [27] synced transactions.
[54.233.97.117] out: timestampE (27, 1447177445.075063)
[54.233.104.96] out: [30] synced transactions.
[54.233.104.96] out: timestampE (30, 1447177445.049158)
[54.208.194.6] out: [16] synced transactions.
[54.208.194.6] out: timestampE (16, 1447177447.426926)
[54.94.243.208] out: [26] synced transactions.
[54.94.243.208] out: timestampE (26, 1447177450.397773)
[107.21.6.4] out: [20] synced transactions.
[107.21.6.4] out: timestampE (20, 1447177464.402524)

[54.233.107.89] out: servers started
[52.32.155.30] out: got 8192 TXs
[52.32.155.30] out: timestampB (1, 1447177688.101998)
[52.24.127.191] out: got 8192 TXs
[52.24.127.191] out: timestampB (4, 1447177688.024962)
[52.27.237.141] out: got 8192 TXs
[52.27.237.141] out: timestampB (6, 1447177687.812371)
[52.33.103.236] out: got 8192 TXs
[52.33.103.236] out: timestampB (3, 1447177688.207514)
[52.25.56.120] out: got 8192 TXs
[52.25.56.120] out: timestampB (2, 1447177688.167494)
[52.25.82.27] out: got 8192 TXs
[52.25.82.27] out: timestampB (0, 1447177688.205999)
[52.26.214.226] out: got 8192 TXs
[52.26.214.226] out: timestampB (7, 1447177688.499010)
[52.8.19.154] out: got 8192 TXs
[52.8.19.154] out: timestampB (10, 1447177688.801399)
[52.9.74.241] out: got 8192 TXs
[52.9.74.241] out: timestampB (13, 1447177688.517079)
[52.9.74.240] out: got 8192 TXs
[52.9.74.240] out: timestampB (12, 1447177688.478405)
[52.9.74.239] out: got 8192 TXs
[52.9.74.239] out: timestampB (14, 1447177688.510178)
[52.9.72.86] out: got 8192 TXs
[52.9.72.86] out: timestampB (9, 1447177688.712108)
[52.8.92.220] out: got 8192 TXs
[52.8.92.220] out: timestampB (15, 1447177689.147912)
[52.9.74.238] out: got 8192 TXs
[52.9.74.238] out: timestampB (11, 1447177688.644939)
[52.33.208.21] out: got 8192 TXs
[52.33.208.21] out: timestampB (5, 1447177688.370543)
[52.91.78.88] out: got 8192 TXs
[52.91.78.88] out: timestampB (22, 1447177688.689532)
[52.9.64.216] out: got 8192 TXs
[52.9.64.216] out: timestampB (8, 1447177688.653521)
[107.21.5.236] out: got 8192 TXs
[107.21.5.236] out: timestampB (21, 1447177688.732048)
[52.23.168.188] out: got 8192 TXs
[54.236.248.119] out: got 8192 TXs
[54.236.248.119] out: timestampB (18, 1447177688.693651)
[52.23.168.188] out: timestampB (23, 1447177688.754390)
[54.208.194.6] out: got 8192 TXs
[54.208.194.6] out: timestampB (16, 1447177688.560140)
[54.209.228.153] out: got 8192 TXs
[54.209.228.153] out: timestampB (17, 1447177689.673217)
[107.21.6.4] out: got 8192 TXs
[107.21.6.4] out: timestampB (20, 1447177688.469453)
[52.91.97.171] out: got 8192 TXs
[52.91.97.171] out: timestampB (19, 1447177688.743985)
[52.31.124.103] out: got 8192 TXs
[52.31.124.103] out: timestampB (37, 1447177690.803324)
[52.16.85.22] out: got 8192 TXs
[52.16.85.22] out: timestampB (34, 1447177690.494613)
[52.31.39.64] out: got 8192 TXs
[52.31.39.64] out: timestampB (36, 1447177690.704616)
[52.30.176.61] out: got 8192 TXs
[52.30.176.61] out: timestampB (39, 1447177690.740701)
[52.17.24.113] out: got 8192 TXs
[52.17.24.113] out: timestampB (33, 1447177691.280242)
[52.29.143.40] out: got 8192 TXs
[52.29.143.40] out: timestampB (43, 1447177691.782660)
[52.31.164.91] out: got 8192 TXs
[52.31.164.91] out: timestampB (35, 1447177691.783524)
[52.29.43.33] out: got 8192 TXs
[52.29.43.33] out: timestampB (45, 1447177691.963540)
[52.31.41.124] out: got 8192 TXs
[52.31.41.124] out: timestampB (38, 1447177692.317734)
[52.29.43.107] out: got 8192 TXs
[52.29.43.107] out: timestampB (41, 1447177692.373146)
[52.29.120.70] out: got 8192 TXs
[52.29.120.70] out: timestampB (42, 1447177692.337634)
[52.19.164.11] out: got 8192 TXs
[52.19.164.11] out: timestampB (32, 1447177693.772873)
[52.29.137.216] out: got 8192 TXs
[52.29.137.216] out: timestampB (40, 1447177692.868008)
[52.29.145.149] out: got 8192 TXs
[52.29.145.149] out: timestampB (46, 1447177694.701078)
[52.192.75.43] out: got 8192 TXs
[52.192.75.43] out: timestampB (60, 1447177695.561200)
[52.69.156.69] out: got 8192 TXs
[52.69.156.69] out: timestampB (62, 1447177695.645949)
[52.69.246.137] out: got 8192 TXs
[52.69.246.137] out: timestampB (63, 1447177695.238846)
[52.192.55.120] out: got 8192 TXs
[52.192.55.120] out: timestampB (59, 1447177695.564832)
[52.69.197.55] out: got 8192 TXs
[52.69.197.55] out: timestampB (58, 1447177695.371588)
[52.29.95.105] out: got 8192 TXs
[52.29.95.105] out: timestampB (47, 1447177695.842712)
[52.28.65.114] out: got 8192 TXs
[52.28.65.114] out: timestampB (44, 1447177695.641079)
[52.192.140.223] out: got 8192 TXs
[52.192.140.223] out: timestampB (61, 1447177696.344737)
[52.69.80.131] out: got 8192 TXs
[52.69.80.131] out: timestampB (56, 1447177696.211734)
[52.69.97.238] out: got 8192 TXs
[52.69.97.238] out: timestampB (57, 1447177697.042753)
[54.179.164.162] out: got 8192 TXs
[54.179.164.162] out: timestampB (53, 1447177697.656335)
[54.169.246.15] out: got 8192 TXs
[54.169.246.15] out: timestampB (49, 1447177698.757822)
[54.179.157.121] out: got 8192 TXs
[54.179.157.121] out: timestampB (54, 1447177698.858813)
[54.94.243.208] out: got 8192 TXs
[54.94.243.208] out: timestampB (26, 1447177700.298880)
[54.169.238.113] out: got 8192 TXs
[54.169.238.113] out: timestampB (51, 1447177699.920778)
[54.169.248.67] out: got 8192 TXs
[54.169.248.67] out: timestampB (48, 1447177699.997749)
[54.169.212.80] out: got 8192 TXs
[54.169.212.80] out: timestampB (55, 1447177699.560956)
[54.232.250.8] out: got 8192 TXs
[54.232.250.8] out: timestampB (28, 1447177700.365332)
[54.233.107.89] out: got 8192 TXs
[54.233.107.89] out: timestampB (29, 1447177700.506016)
[54.232.199.192] out: got 8192 TXs
[54.232.199.192] out: timestampB (25, 1447177700.835278)
[54.207.93.82] out: got 8192 TXs
[54.207.93.82] out: timestampB (24, 1447177700.742872)
[54.179.135.65] out: got 8192 TXs
[54.179.135.65] out: timestampB (52, 1447177700.270173)
[54.169.246.32] out: got 8192 TXs
[54.169.246.32] out: timestampB (50, 1447177700.499660)
[54.233.97.117] out: got 8192 TXs
[54.233.97.117] out: timestampB (27, 1447177701.185826)
[54.233.104.96] out: got 8192 TXs
[54.233.104.96] out: timestampB (30, 1447177701.066507)
[54.232.218.195] out: got 8192 TXs
[54.232.218.195] out: timestampB (31, 1447177701.208525)
[52.192.55.120] out: [59] synced transactions.
[52.192.55.120] out: timestampE (59, 1447177786.959463)
[52.33.103.236] out: [3] synced transactions.
[52.33.103.236] out: timestampE (3, 1447177786.983277)
[54.169.246.15] out: [49] synced transactions.
[54.169.246.15] out: timestampE (49, 1447177786.969999)
[52.29.43.107] out: [41] synced transactions.
[52.29.43.107] out: timestampE (41, 1447177787.160990)
[52.91.78.88] out: [22] synced transactions.
[52.91.78.88] out: timestampE (22, 1447177787.334878)
[52.91.97.171] out: [19] synced transactions.
[52.91.97.171] out: timestampE (19, 1447177787.296535)
[52.29.143.40] out: [43] synced transactions.
[52.29.143.40] out: timestampE (43, 1447177787.331045)
[52.31.39.64] out: [36] synced transactions.
[52.31.39.64] out: timestampE (36, 1447177787.063978)
[52.29.95.105] out: [47] synced transactions.
[52.29.95.105] out: timestampE (47, 1447177787.807027)
[52.16.85.22] out: [34] synced transactions.
[52.16.85.22] out: timestampE (34, 1447177787.102450)
[107.21.5.236] out: [21] synced transactions.
[107.21.5.236] out: timestampE (21, 1447177787.579126)
[52.30.176.61] out: [39] synced transactions.
[52.30.176.61] out: timestampE (39, 1447177787.228591)
[52.29.145.149] out: [46] synced transactions.
[52.29.145.149] out: timestampE (46, 1447177787.528193)
[52.32.155.30] out: [1] synced transactions.
[52.32.155.30] out: timestampE (1, 1447177787.517023)
[52.23.168.188] out: [23] synced transactions.
[52.23.168.188] out: timestampE (23, 1447177787.659420)
[54.179.157.121] out: [54] synced transactions.
[54.179.157.121] out: timestampE (54, 1447177787.599891)
[52.28.65.114] out: [44] synced transactions.
[52.28.65.114] out: timestampE (44, 1447177787.664446)
[52.31.124.103] out: [37] synced transactions.
[52.31.124.103] out: timestampE (37, 1447177787.653104)
[52.27.237.141] out: [6] synced transactions.
[52.27.237.141] out: timestampE (6, 1447177787.230919)
[54.179.164.162] out: [53] synced transactions.
[54.179.164.162] out: timestampE (53, 1447177787.747519)
[52.24.127.191] out: [4] synced transactions.
[52.24.127.191] out: timestampE (4, 1447177787.515760)
[52.9.74.241] out: [13] synced transactions.
[52.9.74.241] out: timestampE (13, 1447177787.917475)
[52.9.74.240] out: [12] synced transactions.
[52.9.74.240] out: timestampE (12, 1447177787.903241)
[52.9.74.239] out: [14] synced transactions.
[52.9.74.239] out: timestampE (14, 1447177787.966879)
[52.9.72.86] out: [9] synced transactions.
[52.9.72.86] out: timestampE (9, 1447177788.154688)
[52.29.43.33] out: [45] synced transactions.
[52.29.43.33] out: timestampE (45, 1447177787.901856)
[52.192.75.43] out: [60] synced transactions.
[52.192.75.43] out: timestampE (60, 1447177788.110319)
[52.29.120.70] out: [42] synced transactions.
[52.29.120.70] out: timestampE (42, 1447177787.735047)
[52.8.19.154] out: [10] synced transactions.
[52.8.19.154] out: timestampE (10, 1447177788.419857)
[52.8.92.220] out: [15] synced transactions.
[52.8.92.220] out: timestampE (15, 1447177788.810158)
[52.9.64.216] out: [8] synced transactions.
[52.9.64.216] out: timestampE (8, 1447177788.062041)
[52.69.97.238] out: [57] synced transactions.
[52.69.97.238] out: timestampE (57, 1447177788.211919)
[52.31.164.91] out: [35] synced transactions.
[52.31.164.91] out: timestampE (35, 1447177787.990236)
[52.9.74.238] out: [11] synced transactions.
[52.9.74.238] out: timestampE (11, 1447177788.330947)
[52.31.41.124] out: [38] synced transactions.
[52.31.41.124] out: timestampE (38, 1447177788.264417)
[54.209.228.153] out: [17] synced transactions.
[54.209.228.153] out: timestampE (17, 1447177789.107531)
[52.19.164.11] out: [32] synced transactions.
[52.19.164.11] out: timestampE (32, 1447177789.212335)
[52.17.24.113] out: [33] synced transactions.
[52.17.24.113] out: timestampE (33, 1447177788.395329)
[52.69.246.137] out: [63] synced transactions.
[52.69.246.137] out: timestampE (63, 1447177788.191984)
[52.69.197.55] out: [58] synced transactions.
[52.69.197.55] out: timestampE (58, 1447177788.338893)
[52.29.137.216] out: [40] synced transactions.
[52.29.137.216] out: timestampE (40, 1447177788.218221)
[52.33.208.21] out: [5] synced transactions.
[52.33.208.21] out: timestampE (5, 1447177788.536375)
[54.236.248.119] out: [18] synced transactions.
[54.236.248.119] out: timestampE (18, 1447177788.666993)
[52.69.80.131] out: [56] synced transactions.
[52.69.80.131] out: timestampE (56, 1447177789.171508)
[52.25.82.27] out: [0] synced transactions.
[52.25.82.27] out: timestampE (0, 1447177788.819783)
[52.26.214.226] out: [7] synced transactions.
[52.26.214.226] out: timestampE (7, 1447177790.508178)
[54.94.243.208] out: [26] synced transactions.
[54.94.243.208] out: timestampE (26, 1447177791.691977)
[52.69.156.69] out: [62] synced transactions.
[52.69.156.69] out: timestampE (62, 1447177791.689905)
[52.25.56.120] out: [2] synced transactions.
[52.25.56.120] out: timestampE (2, 1447177791.839616)
[54.207.93.82] out: [24] synced transactions.
[54.207.93.82] out: timestampE (24, 1447177792.518093)
[54.232.199.192] out: [25] synced transactions.
[54.232.199.192] out: timestampE (25, 1447177794.161814)
[54.232.250.8] out: [28] synced transactions.
[54.232.250.8] out: timestampE (28, 1447177795.347122)
[54.169.246.32] out: [50] synced transactions.
[54.169.246.32] out: timestampE (50, 1447177794.936268)
[54.233.97.117] out: [27] synced transactions.
[54.233.97.117] out: timestampE (27, 1447177796.054099)
[54.232.218.195] out: [31] synced transactions.
[54.232.218.195] out: timestampE (31, 1447177797.208366)
[52.192.140.223] out: [61] synced transactions.
[52.192.140.223] out: timestampE (61, 1447177798.150057)
[54.169.248.67] out: [48] synced transactions.
[54.169.248.67] out: timestampE (48, 1447177797.408316)
[54.179.135.65] out: [52] synced transactions.
[54.179.135.65] out: timestampE (52, 1447177797.505194)
[54.233.104.96] out: [30] synced transactions.
[54.233.104.96] out: timestampE (30, 1447177799.004881)
[54.233.107.89] out: [29] synced transactions.
[54.233.107.89] out: timestampE (29, 1447177799.409199)
[107.21.6.4] out: [20] synced transactions.
[107.21.6.4] out: timestampE (20, 1447177801.002335)
[54.169.212.80] out: [55] synced transactions.
[54.169.212.80] out: timestampE (55, 1447177802.333021)
[54.169.238.113] out: [51] synced transactions.
[54.169.238.113] out: timestampE (51, 1447177809.041200)
[54.208.194.6] out: [16] synced transactions.
[54.208.194.6] out: timestampE (16, 1447177823.995294)

[54.179.164.162] out: servers started
[52.25.56.120] out: got 8192 TXs
[52.25.56.120] out: timestampB (2, 1447177923.850538)
[52.27.237.141] out: got 8192 TXs
[52.27.237.141] out: timestampB (6, 1447177923.636812)
[52.33.103.236] out: got 8192 TXs
[52.33.103.236] out: timestampB (3, 1447177924.056596)
[52.32.155.30] out: got 8192 TXs
[52.32.155.30] out: timestampB (1, 1447177923.985791)
[52.25.82.27] out: got 8192 TXs
[52.25.82.27] out: timestampB (0, 1447177924.034415)
[52.26.214.226] out: got 8192 TXs
[52.26.214.226] out: timestampB (7, 1447177924.379458)
[52.8.19.154] out: got 8192 TXs
[52.8.19.154] out: timestampB (10, 1447177924.686283)
[52.9.74.241] out: got 8192 TXs
[52.9.74.241] out: timestampB (13, 1447177924.398644)
[52.8.92.220] out: got 8192 TXs
[52.8.92.220] out: timestampB (15, 1447177925.003795)
[52.9.74.240] out: got 8192 TXs
[52.9.74.240] out: timestampB (12, 1447177924.417873)
[52.9.74.238] out: got 8192 TXs
[52.9.74.238] out: timestampB (11, 1447177924.528822)
[52.9.74.239] out: got 8192 TXs
[52.9.74.239] out: timestampB (14, 1447177924.460110)
[52.9.64.216] out: got 8192 TXs
[52.9.64.216] out: timestampB (8, 1447177924.369966)
[52.9.72.86] out: got 8192 TXs
[52.9.72.86] out: timestampB (9, 1447177924.756263)
[52.91.97.171] out: got 8192 TXs
[52.91.97.171] out: timestampB (19, 1447177924.465931)
[52.33.208.21] out: got 8192 TXs
[52.33.208.21] out: timestampB (5, 1447177924.323794)
[52.24.127.191] out: got 8192 TXs
[52.24.127.191] out: timestampB (4, 1447177924.275184)
[54.209.228.153] out: got 8192 TXs
[54.209.228.153] out: timestampB (17, 1447177925.496507)
[54.236.248.119] out: got 8192 TXs
[54.236.248.119] out: timestampB (18, 1447177924.526162)
[107.21.5.236] out: got 8192 TXs
[107.21.5.236] out: timestampB (21, 1447177924.650781)
[107.21.6.4] out: got 8192 TXs
[107.21.6.4] out: timestampB (20, 1447177924.321305)
[52.23.168.188] out: got 8192 TXs
[52.23.168.188] out: timestampB (23, 1447177924.648223)
[54.208.194.6] out: got 8192 TXs
[54.208.194.6] out: timestampB (16, 1447177924.470020)
[52.91.78.88] out: got 8192 TXs
[52.91.78.88] out: timestampB (22, 1447177924.700076)
[52.30.176.61] out: got 8192 TXs
[52.30.176.61] out: timestampB (39, 1447177926.458159)
[52.31.124.103] out: got 8192 TXs
[52.31.124.103] out: timestampB (37, 1447177926.866693)
[52.17.24.113] out: got 8192 TXs
[52.17.24.113] out: timestampB (33, 1447177927.413075)
[52.31.39.64] out: got 8192 TXs
[52.31.39.64] out: timestampB (36, 1447177927.107706)
[52.29.143.40] out: got 8192 TXs
[52.29.143.40] out: timestampB (43, 1447177927.544488)
[52.16.85.22] out: got 8192 TXs
[52.16.85.22] out: timestampB (34, 1447177927.165596)
[52.29.43.107] out: got 8192 TXs
[52.29.43.107] out: timestampB (41, 1447177927.692683)
[52.29.43.33] out: got 8192 TXs
