[54.207.93.82] out: servers started
[52.69.197.55] out: got 8192 TXs
[52.69.197.55] out: timestampB (58, 1447171465.974494)
[52.192.140.223] out: got 8192 TXs
[52.192.140.223] out: timestampB (61, 1447171466.647518)
[52.69.246.137] out: got 8192 TXs
[52.69.246.137] out: timestampB (63, 1447171465.999790)
[54.179.164.162] out: got 8192 TXs
[54.179.164.162] out: timestampB (53, 1447171468.210932)
[54.169.238.113] out: got 8192 TXs
[54.169.238.113] out: timestampB (51, 1447171468.233746)
[54.169.246.15] out: got 8192 TXs
[54.169.246.15] out: timestampB (49, 1447171468.404178)
[54.169.248.67] out: got 8192 TXs
[54.169.248.67] out: timestampB (48, 1447171468.400864)
[54.169.246.32] out: got 8192 TXs
[54.169.246.32] out: timestampB (50, 1447171468.381187)
[54.179.157.121] out: got 8192 TXs
[54.179.157.121] out: timestampB (54, 1447171468.815091)
[54.179.135.65] out: got 8192 TXs
[54.179.135.65] out: timestampB (52, 1447171468.658899)
[54.169.212.80] out: got 8192 TXs
[54.169.212.80] out: timestampB (55, 1447171468.556391)
[54.232.250.8] out: got 8192 TXs
[54.232.250.8] out: timestampB (28, 1447171469.040546)
[54.94.243.208] out: got 8192 TXs
[54.94.243.208] out: timestampB (26, 1447171470.821736)
[54.232.199.192] out: got 8192 TXs
[54.232.199.192] out: timestampB (25, 1447171470.876130)
[54.233.107.89] out: got 8192 TXs
[54.233.107.89] out: timestampB (29, 1447171471.007768)
[54.233.97.117] out: got 8192 TXs
[54.233.97.117] out: timestampB (27, 1447171471.567179)
[54.207.93.82] out: got 8192 TXs
[54.207.93.82] out: timestampB (24, 1447171471.475147)
[54.232.218.195] out: got 8192 TXs
[54.232.218.195] out: timestampB (31, 1447171471.778072)
[54.233.104.96] out: got 8192 TXs
[54.233.104.96] out: timestampB (30, 1447171472.820849)
[52.27.237.141] out: [6] synced transactions.
[52.27.237.141] out: timestampE (6, 1447171550.724110)
[54.179.157.121] out: [54] synced transactions.
[54.179.157.121] out: timestampE (54, 1447171551.005983)
[52.32.155.30] out: [1] synced transactions.
[52.32.155.30] out: timestampE (1, 1447171551.164464)
[52.91.78.88] out: [22] synced transactions.
[52.91.78.88] out: timestampE (22, 1447171551.662809)
[52.29.43.107] out: [41] synced transactions.
[52.29.43.107] out: timestampE (41, 1447171551.760095)
[52.29.120.70] out: [42] synced transactions.
[52.29.120.70] out: timestampE (42, 1447171551.764696)
[52.29.143.40] out: [43] synced transactions.
[52.29.143.40] out: timestampE (43, 1447171551.962076)
[54.169.246.15] out: [49] synced transactions.
[54.169.246.15] out: timestampE (49, 1447171551.948908)
[52.24.127.191] out: [4] synced transactions.
[52.24.127.191] out: timestampE (4, 1447171551.957551)
[52.9.74.239] out: [14] synced transactions.
[52.9.74.239] out: timestampE (14, 1447171552.116048)
[52.23.168.188] out: [23] synced transactions.
[52.23.168.188] out: timestampE (23, 1447171552.102978)
[54.179.164.162] out: [53] synced transactions.
[54.179.164.162] out: timestampE (53, 1447171552.111304)
[107.21.5.236] out: [21] synced transactions.
[107.21.5.236] out: timestampE (21, 1447171552.157523)
[52.9.72.86] out: [9] synced transactions.
[52.9.72.86] out: timestampE (9, 1447171552.296129)
[52.29.43.33] out: [45] synced transactions.
[52.29.43.33] out: timestampE (45, 1447171552.101876)
[52.29.145.149] out: [46] synced transactions.
[52.29.145.149] out: timestampE (46, 1447171552.072079)
[52.91.97.171] out: [19] synced transactions.
[52.91.97.171] out: timestampE (19, 1447171552.136145)
[54.236.248.119] out: [18] synced transactions.
[54.236.248.119] out: timestampE (18, 1447171552.150354)
[52.31.124.103] out: [37] synced transactions.
[52.31.124.103] out: timestampE (37, 1447171552.253930)
[52.30.176.61] out: [39] synced transactions.
[52.30.176.61] out: timestampE (39, 1447171552.175479)
[52.33.103.236] out: [3] synced transactions.
[52.33.103.236] out: timestampE (3, 1447171552.282631)
[52.31.39.64] out: [36] synced transactions.
[52.31.39.64] out: timestampE (36, 1447171552.164829)
[52.29.95.105] out: [47] synced transactions.
[52.29.95.105] out: timestampE (47, 1447171552.628484)
[52.9.74.241] out: [13] synced transactions.
[52.9.74.241] out: timestampE (13, 1447171552.393291)
[52.29.137.216] out: [40] synced transactions.
[52.29.137.216] out: timestampE (40, 1447171552.269951)
[52.28.65.114] out: [44] synced transactions.
[52.28.65.114] out: timestampE (44, 1447171552.406369)
[54.232.199.192] out: [25] synced transactions.
[54.232.199.192] out: timestampE (25, 1447171552.517488)
[52.26.214.226] out: [7] synced transactions.
[52.26.214.226] out: timestampE (7, 1447171552.631934)
[52.9.74.240] out: [12] synced transactions.
[52.9.74.240] out: timestampE (12, 1447171552.543140)
[52.25.56.120] out: [2] synced transactions.
[52.25.56.120] out: timestampE (2, 1447171552.503145)
[52.8.92.220] out: [15] synced transactions.
[52.8.92.220] out: timestampE (15, 1447171553.229081)
[52.9.74.238] out: [11] synced transactions.
[52.9.74.238] out: timestampE (11, 1447171552.718926)
[54.94.243.208] out: [26] synced transactions.
[54.94.243.208] out: timestampE (26, 1447171553.195039)
[52.19.164.11] out: [32] synced transactions.
[52.19.164.11] out: timestampE (32, 1447171553.606077)
[52.31.164.91] out: [35] synced transactions.
[52.31.164.91] out: timestampE (35, 1447171552.692159)
[52.8.19.154] out: [10] synced transactions.
[52.8.19.154] out: timestampE (10, 1447171553.059085)
[52.69.80.131] out: [56] synced transactions.
[52.69.80.131] out: timestampE (56, 1447171552.931803)
[52.25.82.27] out: [0] synced transactions.
[52.25.82.27] out: timestampE (0, 1447171552.789117)
[54.209.228.153] out: [17] synced transactions.
[54.209.228.153] out: timestampE (17, 1447171553.606654)
[52.17.24.113] out: [33] synced transactions.
[52.17.24.113] out: timestampE (33, 1447171552.854363)
[52.192.140.223] out: [61] synced transactions.
[52.192.140.223] out: timestampE (61, 1447171553.409056)
[52.9.64.216] out: [8] synced transactions.
[52.9.64.216] out: timestampE (8, 1447171552.886537)
[52.31.41.124] out: [38] synced transactions.
[52.31.41.124] out: timestampE (38, 1447171552.930318)
[52.69.156.69] out: [62] synced transactions.
[52.69.156.69] out: timestampE (62, 1447171552.998655)
[52.192.75.43] out: [60] synced transactions.
[52.192.75.43] out: timestampE (60, 1447171553.010011)
[52.192.55.120] out: [59] synced transactions.
[52.192.55.120] out: timestampE (59, 1447171552.966758)
[54.233.97.117] out: [27] synced transactions.
[54.233.97.117] out: timestampE (27, 1447171553.244225)
[52.69.97.238] out: [57] synced transactions.
[52.69.97.238] out: timestampE (57, 1447171553.079467)
[52.69.246.137] out: [63] synced transactions.
[52.69.246.137] out: timestampE (63, 1447171553.063153)
[54.169.238.113] out: [51] synced transactions.
[54.169.238.113] out: timestampE (51, 1447171553.571614)
[54.169.246.32] out: [50] synced transactions.
[54.169.246.32] out: timestampE (50, 1447171553.923952)
[52.16.85.22] out: [34] synced transactions.
[52.16.85.22] out: timestampE (34, 1447171554.131327)
[52.69.197.55] out: [58] synced transactions.
[52.69.197.55] out: timestampE (58, 1447171554.785420)
[54.233.104.96] out: [30] synced transactions.
[54.233.104.96] out: timestampE (30, 1447171554.974457)
[54.232.218.195] out: [31] synced transactions.
[54.232.218.195] out: timestampE (31, 1447171554.940519)
[54.207.93.82] out: [24] synced transactions.
[54.207.93.82] out: timestampE (24, 1447171555.250601)
[54.233.107.89] out: [29] synced transactions.
[54.233.107.89] out: timestampE (29, 1447171556.045295)
[52.33.208.21] out: [5] synced transactions.
[52.33.208.21] out: timestampE (5, 1447171556.118650)
[107.21.6.4] out: [20] synced transactions.
[107.21.6.4] out: timestampE (20, 1447171556.072960)
[54.232.250.8] out: [28] synced transactions.
[54.232.250.8] out: timestampE (28, 1447171556.557553)
[54.169.248.67] out: [48] synced transactions.
[54.169.248.67] out: timestampE (48, 1447171556.762201)
[54.179.135.65] out: [52] synced transactions.
[54.179.135.65] out: timestampE (52, 1447171557.030155)
[54.169.212.80] out: [55] synced transactions.
[54.169.212.80] out: timestampE (55, 1447171557.966462)

[54.208.194.6] out: servers started
[52.33.103.236] out: got 8192 TXs
[52.33.103.236] out: timestampB (3, 1447171614.093003)
[52.32.155.30] out: got 8192 TXs
[52.32.155.30] out: timestampB (1, 1447171614.128859)
[52.24.127.191] out: got 8192 TXs
[52.24.127.191] out: timestampB (4, 1447171614.041452)
[52.27.237.141] out: got 8192 TXs
[52.27.237.141] out: timestampB (6, 1447171613.805668)
[52.25.56.120] out: got 8192 TXs
[52.25.56.120] out: timestampB (2, 1447171614.118210)
[52.25.82.27] out: got 8192 TXs
[52.25.82.27] out: timestampB (0, 1447171614.130349)
[52.33.208.21] out: got 8192 TXs
[52.33.208.21] out: timestampB (5, 1447171614.135184)
[52.26.214.226] out: got 8192 TXs
[52.26.214.226] out: timestampB (7, 1447171614.286548)
[52.9.72.86] out: got 8192 TXs
[52.9.72.86] out: timestampB (9, 1447171614.494513)
[52.9.74.240] out: got 8192 TXs
[52.9.74.240] out: timestampB (12, 1447171614.390519)
[52.9.74.239] out: got 8192 TXs
[52.9.74.239] out: timestampB (14, 1447171614.379391)
[52.9.64.216] out: got 8192 TXs
[52.9.64.216] out: timestampB (8, 1447171614.408923)
[52.8.19.154] out: got 8192 TXs
[52.8.19.154] out: timestampB (10, 1447171614.646489)
[52.9.74.241] out: got 8192 TXs
[52.9.74.241] out: timestampB (13, 1447171614.419968)
[52.9.74.238] out: got 8192 TXs
[52.9.74.238] out: timestampB (11, 1447171614.521163)
[52.8.92.220] out: got 8192 TXs
[52.8.92.220] out: timestampB (15, 1447171615.092280)
[52.33.103.236] out: Traceback (most recent call last):
[52.33.103.236] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.33.103.236] out:     result = self._run(*self.args, **self.kwargs)
[52.33.103.236] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.33.103.236] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.33.103.236] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.33.103.236] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.33.103.236] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.33.103.236] out:     return sock.send(data, flags)
[52.33.103.236] out: error: [Errno 104] Connection reset by peer
[52.33.103.236] out: <Greenlet at 0x7fb212dd20f0: _handle> failed with error
[52.33.103.236] out: 
[52.32.155.30] out: Traceback (most recent call last):
[52.32.155.30] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.32.155.30] out:     result = self._run(*self.args, **self.kwargs)
[52.32.155.30] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.32.155.30] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.32.155.30] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.32.155.30] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.32.155.30] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.32.155.30] out:     return sock.send(data, flags)
[52.32.155.30] out: error: [Errno 104] Connection reset by peer
[52.24.127.191] out: Traceback (most recent call last):
[52.24.127.191] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.24.127.191] out:     result = self._run(*self.args, **self.kwargs)
[52.24.127.191] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.24.127.191] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.32.155.30] out: <Greenlet at 0x7f55d4ddd0f0: _handle> failed with error
[52.32.155.30] out: 
[52.24.127.191] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.24.127.191] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.24.127.191] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.24.127.191] out:     return sock.send(data, flags)
[52.24.127.191] out: error: [Errno 104] Connection reset by peer
[52.24.127.191] out: <Greenlet at 0x7fb91f0ca0f0: _handle> failed with error
[52.24.127.191] out: 
[52.27.237.141] out: Traceback (most recent call last):
[52.27.237.141] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.27.237.141] out:     result = self._run(*self.args, **self.kwargs)
[52.27.237.141] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.27.237.141] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.27.237.141] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.27.237.141] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.27.237.141] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.27.237.141] out:     return sock.send(data, flags)
[52.27.237.141] out: error: [Errno 104] Connection reset by peer
[52.27.237.141] out: <Greenlet at 0x7febed8fa0f0: _handle> failed with error
[52.27.237.141] out: 
[52.25.56.120] out: Traceback (most recent call last):
[52.25.56.120] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.25.56.120] out:     result = self._run(*self.args, **self.kwargs)
[52.25.56.120] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.25.56.120] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.25.56.120] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.25.56.120] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.25.56.120] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.25.56.120] out:     return sock.send(data, flags)
[52.25.56.120] out: error: [Errno 104] Connection reset by peer
[52.25.56.120] out: <Greenlet at 0x7f2e530eb0f0: _handle> failed with error
[52.25.56.120] out: 
[52.25.82.27] out: Traceback (most recent call last):
[52.25.82.27] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.25.82.27] out:     result = self._run(*self.args, **self.kwargs)
[52.25.82.27] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.25.82.27] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.25.82.27] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.25.82.27] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.25.82.27] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.25.82.27] out:     return sock.send(data, flags)
[52.25.82.27] out: error: [Errno 104] Connection reset by peer
[52.25.82.27] out: <Greenlet at 0x7fb20bbe90f0: _handle> failed with error
[52.25.82.27] out: 
[52.33.208.21] out: Traceback (most recent call last):
[52.33.208.21] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.33.208.21] out:     result = self._run(*self.args, **self.kwargs)
[52.33.208.21] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.33.208.21] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.33.208.21] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.33.208.21] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.33.208.21] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.33.208.21] out:     return sock.send(data, flags)
[52.33.208.21] out: error: [Errno 104] Connection reset by peer
[52.26.214.226] out: Traceback (most recent call last):
[52.26.214.226] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.26.214.226] out:     result = self._run(*self.args, **self.kwargs)
[52.26.214.226] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.26.214.226] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.26.214.226] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.26.214.226] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.26.214.226] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.26.214.226] out:     return sock.send(data, flags)
[52.26.214.226] out: error: [Errno 104] Connection reset by peer
[52.26.214.226] out: <Greenlet at 0x7f61bbbe90f0: _handle> failed with error
[52.26.214.226] out: 
[52.33.208.21] out: <Greenlet at 0x7febe6ed50f0: _handle> failed with error
[52.33.208.21] out: 
[52.9.72.86] out: Traceback (most recent call last):
[52.9.72.86] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.9.72.86] out:     result = self._run(*self.args, **self.kwargs)
[52.9.72.86] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.9.72.86] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.9.72.86] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.9.72.86] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.9.72.86] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.9.72.86] out:     return sock.send(data, flags)
[52.9.72.86] out: error: [Errno 104] Connection reset by peer
[52.9.72.86] out: <Greenlet at 0x7f812f59aa50: _handle> failed with error
[52.9.72.86] out: 
[52.9.74.240] out: Traceback (most recent call last):
[52.9.74.240] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.9.74.240] out:     result = self._run(*self.args, **self.kwargs)
[52.9.74.240] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.9.74.240] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.9.74.240] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.9.74.240] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.9.74.240] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.9.74.240] out:     return sock.send(data, flags)
[52.9.74.240] out: error: [Errno 104] Connection reset by peer
[52.9.74.240] out: <Greenlet at 0x7f97a217db90: _handle> failed with error
[52.9.74.240] out: 
[52.9.74.239] out: Traceback (most recent call last):
[52.9.74.239] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.9.74.239] out:     result = self._run(*self.args, **self.kwargs)
[52.9.74.239] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.9.74.239] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.9.74.239] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.9.74.239] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.9.74.239] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.9.74.239] out:     return sock.send(data, flags)
[52.9.74.239] out: error: [Errno 104] Connection reset by peer
[52.9.74.239] out: <Greenlet at 0x7fe4a72df9b0: _handle> failed with error
[52.9.74.239] out: 
[52.8.19.154] out: Traceback (most recent call last):
[52.8.19.154] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.8.19.154] out:     result = self._run(*self.args, **self.kwargs)
[52.8.19.154] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.8.19.154] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.8.19.154] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.8.19.154] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.8.19.154] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.8.19.154] out:     return sock.send(data, flags)
[52.8.19.154] out: error: [Errno 104] Connection reset by peer
[52.8.19.154] out: <Greenlet at 0x7f8a61ea3e10: _handle> failed with error
[52.8.19.154] out: 
[52.9.64.216] out: Traceback (most recent call last):
[52.9.64.216] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.9.64.216] out:     result = self._run(*self.args, **self.kwargs)
[52.9.64.216] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.9.64.216] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.9.64.216] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.9.64.216] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.9.64.216] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.9.64.216] out:     return sock.send(data, flags)
[52.9.64.216] out: error: [Errno 104] Connection reset by peer
[52.9.64.216] out: <Greenlet at 0x7f21a14800f0: _handle> failed with error
[52.9.64.216] out: 
[52.9.74.241] out: Traceback (most recent call last):
[52.9.74.241] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.9.74.241] out:     result = self._run(*self.args, **self.kwargs)
[52.9.74.241] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.9.74.241] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.9.74.241] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.9.74.241] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.9.74.241] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.9.74.241] out:     return sock.send(data, flags)
[52.9.74.241] out: error: [Errno 104] Connection reset by peer
[52.9.74.241] out: <Greenlet at 0x7f2a218a7b90: _handle> failed with error
[52.9.74.241] out: 
[52.9.74.238] out: Traceback (most recent call last):
[52.9.74.238] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.9.74.238] out:     result = self._run(*self.args, **self.kwargs)
[52.9.74.238] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.9.74.238] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.9.74.238] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.9.74.238] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.9.74.238] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.9.74.238] out:     return sock.send(data, flags)
[52.9.74.238] out: error: [Errno 104] Connection reset by peer
[52.9.74.238] out: <Greenlet at 0x7f9bf1351e10: _handle> failed with error
[52.9.74.238] out: 
[52.8.92.220] out: Traceback (most recent call last):
[52.8.92.220] out:   File "/usr/lib/python2.7/dist-packages/gevent/greenlet.py", line 327, in run
[52.8.92.220] out:     result = self._run(*self.args, **self.kwargs)
[52.8.92.220] out:   File "honest_party_test_EC2.py", line 70, in _handle
[52.8.92.220] out:     s.sendall(base64.b64encode(encode(obj)) + '\n')
[52.8.92.220] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 458, in sendall
[52.8.92.220] out:     data_sent += self.send(_get_memory(data, data_sent), flags)
[52.8.92.220] out:   File "/usr/lib/python2.7/dist-packages/gevent/socket.py", line 435, in send
[52.8.92.220] out:     return sock.send(data, flags)
[52.8.92.220] out: error: [Errno 104] Connection reset by peer
[52.8.92.220] out: <Greenlet at 0x7f5cd85b0b90: _handle> failed with error
[52.8.92.220] out: 
[52.91.97.171] out: got 8192 TXs
[52.91.97.171] out: timestampB (19, 1447171615.537827)
[52.91.78.88] out: got 8192 TXs
[52.91.78.88] out: timestampB (22, 1447171615.651284)
[52.23.168.188] out: got 8192 TXs
[52.23.168.188] out: timestampB (23, 1447171615.696723)
[107.21.5.236] out: got 8192 TXs
[107.21.5.236] out: timestampB (21, 1447171615.937777)
[54.236.248.119] out: got 8192 TXs
[54.236.248.119] out: timestampB (18, 1447171615.964527)
[52.17.24.113] out: got 8192 TXs
