[54.233.107.89] out: servers started
[52.69.97.238] out: [57] synced transactions.
[52.69.97.238] out: timestampE (57, 1447178357.232804)
[52.69.246.137] out: [63] synced transactions.
[52.69.246.137] out: timestampE (63, 1447178356.873005)
[54.169.246.32] out: [50] synced transactions.
[54.169.246.32] out: timestampE (50, 1447178356.734747)
[52.33.103.236] out: [3] synced transactions.
[52.33.103.236] out: timestampE (3, 1447178357.082848)
[54.169.238.113] out: [51] synced transactions.
[54.169.238.113] out: timestampE (51, 1447178357.631929)
[52.25.56.120] out: [2] synced transactions.
[52.25.56.120] out: timestampE (2, 1447178357.986476)
[54.179.135.65] out: [52] synced transactions.
[54.179.135.65] out: timestampE (52, 1447178357.798679)
[52.69.197.55] out: [58] synced transactions.
[52.69.197.55] out: timestampE (58, 1447178359.210759)
[52.192.140.223] out: [61] synced transactions.
[52.192.140.223] out: timestampE (61, 1447178360.679849)
[52.69.156.69] out: [62] synced transactions.
[52.69.156.69] out: timestampE (62, 1447178360.500080)
[52.26.214.226] out: [7] synced transactions.
[52.26.214.226] out: timestampE (7, 1447178361.007343)
[54.233.104.96] out: [30] synced transactions.
[54.233.104.96] out: timestampE (30, 1447178361.435497)
[54.232.250.8] out: [28] synced transactions.
[54.232.250.8] out: timestampE (28, 1447178361.868689)
[54.233.97.117] out: [27] synced transactions.
[54.233.97.117] out: timestampE (27, 1447178362.815810)
[54.94.243.208] out: [26] synced transactions.
[54.94.243.208] out: timestampE (26, 1447178363.331169)
[54.207.93.82] out: [24] synced transactions.
[54.207.93.82] out: timestampE (24, 1447178365.017497)
[54.232.218.195] out: [31] synced transactions.
[54.232.218.195] out: timestampE (31, 1447178365.871897)
[54.232.199.192] out: [25] synced transactions.
[54.232.199.192] out: timestampE (25, 1447178366.525337)
[54.233.107.89] out: [29] synced transactions.
[54.233.107.89] out: timestampE (29, 1447178368.546756)
[107.21.6.4] out: [20] synced transactions.
[107.21.6.4] out: timestampE (20, 1447178370.044825)
[54.208.194.6] out: [16] synced transactions.
[54.208.194.6] out: timestampE (16, 1447178372.492019)
[54.169.212.80] out: [55] synced transactions.
[54.169.212.80] out: timestampE (55, 1447178374.409312)

[54.179.164.162] out: servers started
[52.26.214.226] out: got 4096 TXs
[52.26.214.226] out: timestampB (7, 1447178603.621298)
[52.33.208.21] out: got 4096 TXs
[52.33.208.21] out: timestampB (5, 1447178603.308777)
[52.25.82.27] out: got 4096 TXs
[52.25.82.27] out: timestampB (0, 1447178603.321678)
[52.25.56.120] out: got 4096 TXs
[52.25.56.120] out: timestampB (2, 1447178603.269911)
[52.32.155.30] out: got 4096 TXs
[52.32.155.30] out: timestampB (1, 1447178603.372759)
[52.24.127.191] out: got 4096 TXs
[52.24.127.191] out: timestampB (4, 1447178603.277890)
[52.27.237.141] out: got 4096 TXs
[52.27.237.141] out: timestampB (6, 1447178603.079906)
[52.33.103.236] out: got 4096 TXs
[52.33.103.236] out: timestampB (3, 1447178603.487937)
[52.9.74.241] out: got 4096 TXs
[52.9.74.241] out: timestampB (13, 1447178603.814326)
[52.8.19.154] out: got 4096 TXs
[52.8.19.154] out: timestampB (10, 1447178604.132039)
[52.9.74.240] out: got 4096 TXs
[52.9.74.240] out: timestampB (12, 1447178603.838992)
[52.9.72.86] out: got 4096 TXs
[52.9.72.86] out: timestampB (9, 1447178604.032562)
[52.9.64.216] out: got 4096 TXs
[52.9.64.216] out: timestampB (8, 1447178603.701518)
[52.8.92.220] out: got 4096 TXs
[52.8.92.220] out: timestampB (15, 1447178604.480685)
[52.9.74.238] out: got 4096 TXs
[52.9.74.238] out: timestampB (11, 1447178603.972280)
[52.9.74.239] out: got 4096 TXs
[52.9.74.239] out: timestampB (14, 1447178603.968392)
[52.23.168.188] out: got 4096 TXs
[52.23.168.188] out: timestampB (23, 1447178603.963252)
[54.208.194.6] out: got 4096 TXs
[54.208.194.6] out: timestampB (16, 1447178603.776230)
[52.91.78.88] out: got 4096 TXs
[52.91.78.88] out: timestampB (22, 1447178604.021946)
[52.91.97.171] out: got 4096 TXs
[52.91.97.171] out: timestampB (19, 1447178603.941891)
[107.21.5.236] out: got 4096 TXs
[107.21.5.236] out: timestampB (21, 1447178604.019691)
[54.209.228.153] out: got 4096 TXs
[54.209.228.153] out: timestampB (17, 1447178604.920063)
[54.236.248.119] out: got 4096 TXs
[54.236.248.119] out: timestampB (18, 1447178603.963223)
[107.21.6.4] out: got 4096 TXs
[107.21.6.4] out: timestampB (20, 1447178603.989685)
[52.16.85.22] out: got 4096 TXs
[52.16.85.22] out: timestampB (34, 1447178606.812177)
[52.30.176.61] out: got 4096 TXs
[52.30.176.61] out: timestampB (39, 1447178606.904332)
[52.31.39.64] out: got 4096 TXs
[52.31.39.64] out: timestampB (36, 1447178606.995433)
[52.31.124.103] out: got 4096 TXs
[52.31.124.103] out: timestampB (37, 1447178607.484811)
[52.19.164.11] out: got 4096 TXs
[52.19.164.11] out: timestampB (32, 1447178608.676781)
[52.17.24.113] out: got 4096 TXs
[52.17.24.113] out: timestampB (33, 1447178607.808319)
[52.31.41.124] out: got 4096 TXs
[52.31.41.124] out: timestampB (38, 1447178607.836312)
[52.29.143.40] out: got 4096 TXs
[52.29.143.40] out: timestampB (43, 1447178607.825879)
[52.31.164.91] out: got 4096 TXs
[52.31.164.91] out: timestampB (35, 1447178607.766379)
[52.29.43.33] out: got 4096 TXs
[52.29.43.33] out: timestampB (45, 1447178608.006045)
[52.29.43.107] out: got 4096 TXs
[52.29.43.107] out: timestampB (41, 1447178608.038203)
[52.192.140.223] out: got 4096 TXs
[52.192.140.223] out: timestampB (61, 1447178608.849086)
[52.28.65.114] out: got 4096 TXs
[52.28.65.114] out: timestampB (44, 1447178608.239256)
[52.29.137.216] out: got 4096 TXs
[52.29.137.216] out: timestampB (40, 1447178607.832279)
[52.29.120.70] out: got 4096 TXs
[52.29.120.70] out: timestampB (42, 1447178608.009421)
[52.29.95.105] out: got 4096 TXs
[52.29.95.105] out: timestampB (47, 1447178608.652448)
[52.69.97.238] out: got 4096 TXs
[52.69.97.238] out: timestampB (57, 1447178608.482595)
[52.69.197.55] out: got 4096 TXs
[52.69.197.55] out: timestampB (58, 1447178608.220714)
[52.192.55.120] out: got 4096 TXs
[52.192.55.120] out: timestampB (59, 1447178608.507785)
[52.69.246.137] out: got 4096 TXs
[52.69.246.137] out: timestampB (63, 1447178608.254272)
[52.69.156.69] out: got 4096 TXs
[52.69.156.69] out: timestampB (62, 1447178608.761067)
[52.192.75.43] out: got 4096 TXs
[52.192.75.43] out: timestampB (60, 1447178608.749211)
[52.29.145.149] out: got 4096 TXs
[52.29.145.149] out: timestampB (46, 1447178608.546635)
[52.69.80.131] out: got 4096 TXs
[52.69.80.131] out: timestampB (56, 1447178609.676268)
[54.169.246.15] out: got 4096 TXs
[54.169.246.15] out: timestampB (49, 1447178611.165142)
[54.179.157.121] out: got 4096 TXs
[54.179.157.121] out: timestampB (54, 1447178611.709109)
[54.179.164.162] out: got 4096 TXs
[54.179.164.162] out: timestampB (53, 1447178612.018906)
[54.169.246.32] out: got 4096 TXs
[54.169.246.32] out: timestampB (50, 1447178611.821925)
[54.169.212.80] out: got 4096 TXs
[54.169.212.80] out: timestampB (55, 1447178611.619958)
[54.179.135.65] out: got 4096 TXs
[54.179.135.65] out: timestampB (52, 1447178611.848663)
[54.169.248.67] out: got 4096 TXs
[54.169.248.67] out: timestampB (48, 1447178612.121625)
[54.207.93.82] out: got 4096 TXs
[54.207.93.82] out: timestampB (24, 1447178612.406379)
[54.169.238.113] out: got 4096 TXs
[54.169.238.113] out: timestampB (51, 1447178612.177517)
[54.233.104.96] out: got 4095 TXs
[54.233.104.96] out: timestampB (30, 1447178612.873148)
[54.94.243.208] out: got 4096 TXs
[54.94.243.208] out: timestampB (26, 1447178613.389876)
[54.233.107.89] out: got 4096 TXs
[54.233.107.89] out: timestampB (29, 1447178613.074481)
[54.232.218.195] out: got 4096 TXs
[54.232.218.195] out: timestampB (31, 1447178613.003922)
[54.232.199.192] out: got 4096 TXs
[54.232.199.192] out: timestampB (25, 1447178613.251605)
[54.232.250.8] out: got 4096 TXs
[54.232.250.8] out: timestampB (28, 1447178613.316669)
[54.233.97.117] out: got 4096 TXs
[54.233.97.117] out: timestampB (27, 1447178613.516679)
[52.29.143.40] out: [43] synced transactions.
[52.29.143.40] out: timestampE (43, 1447178657.463942)
[52.16.85.22] out: [34] synced transactions.
[52.16.85.22] out: timestampE (34, 1447178657.098412)
[52.29.43.107] out: [41] synced transactions.
[52.29.43.107] out: timestampE (41, 1447178657.472782)
[52.31.124.103] out: [37] synced transactions.
[52.31.124.103] out: timestampE (37, 1447178657.572581)
[52.32.155.30] out: [1] synced transactions.
[52.32.155.30] out: timestampE (1, 1447178657.506258)
[52.30.176.61] out: [39] synced transactions.
[52.30.176.61] out: timestampE (39, 1447178657.345131)
[52.29.137.216] out: [40] synced transactions.
[52.29.137.216] out: timestampE (40, 1447178657.409998)
[52.29.120.70] out: [42] synced transactions.
[52.29.120.70] out: timestampE (42, 1447178657.576186)
[52.91.97.171] out: [19] synced transactions.
[52.91.97.171] out: timestampE (19, 1447178657.894610)
[54.179.164.162] out: [53] synced transactions.
[54.179.164.162] out: timestampE (53, 1447178657.956327)
[52.25.82.27] out: [0] synced transactions.
[52.25.82.27] out: timestampE (0, 1447178657.889719)
[52.29.145.149] out: [46] synced transactions.
[52.29.145.149] out: timestampE (46, 1447178658.023196)
[54.169.246.15] out: [49] synced transactions.
[54.169.246.15] out: timestampE (49, 1447178657.980859)
[52.91.78.88] out: [22] synced transactions.
[52.91.78.88] out: timestampE (22, 1447178658.231532)
[52.192.55.120] out: [59] synced transactions.
[52.192.55.120] out: timestampE (59, 1447178658.286782)
[52.28.65.114] out: [44] synced transactions.
[52.28.65.114] out: timestampE (44, 1447178658.216933)
[52.9.72.86] out: [9] synced transactions.
[52.29.95.105] out: [47] synced transactions.
[52.9.72.86] out: timestampE (9, 1447178658.523850)
[52.29.95.105] out: timestampE (47, 1447178658.497982)
[54.179.157.121] out: [54] synced transactions.
[54.179.157.121] out: timestampE (54, 1447178658.182834)
[52.26.214.226] out: [7] synced transactions.
[52.26.214.226] out: timestampE (7, 1447178658.403987)
[52.192.75.43] out: [60] synced transactions.
[52.192.75.43] out: timestampE (60, 1447178658.444547)
[52.31.41.124] out: [38] synced transactions.
[52.31.41.124] out: timestampE (38, 1447178658.438353)
[52.29.43.33] out: [45] synced transactions.
[52.29.43.33] out: timestampE (45, 1447178658.330707)
[52.27.237.141] out: [6] synced transactions.
[52.27.237.141] out: timestampE (6, 1447178657.928536)
[52.23.168.188] out: [23] synced transactions.
[52.23.168.188] out: timestampE (23, 1447178658.439893)
[52.17.24.113] out: [33] synced transactions.
[52.17.24.113] out: timestampE (33, 1447178658.610784)
[52.33.103.236] out: [3] synced transactions.
[52.33.103.236] out: timestampE (3, 1447178658.405970)
[52.19.164.11] out: [32] synced transactions.
[52.19.164.11] out: timestampE (32, 1447178659.512637)
[52.9.74.239] out: [14] synced transactions.
[52.9.74.239] out: timestampE (14, 1447178658.668775)
[52.9.74.238] out: [11] synced transactions.
[52.9.74.238] out: timestampE (11, 1447178658.760525)
[52.9.74.241] out: [13] synced transactions.
[52.9.74.241] out: timestampE (13, 1447178658.717777)
[52.25.56.120] out: [2] synced transactions.
[52.25.56.120] out: timestampE (2, 1447178658.380084)
[52.9.74.240] out: [12] synced transactions.
[52.9.74.240] out: timestampE (12, 1447178658.719100)
[52.9.64.216] out: [8] synced transactions.
[52.9.64.216] out: timestampE (8, 1447178658.589093)
[52.8.92.220] out: [15] synced transactions.
[52.8.92.220] out: timestampE (15, 1447178659.375261)
[52.8.19.154] out: [10] synced transactions.
[52.8.19.154] out: timestampE (10, 1447178659.097342)
[52.24.127.191] out: [4] synced transactions.
[52.24.127.191] out: timestampE (4, 1447178658.662102)
[54.209.228.153] out: [17] synced transactions.
[54.209.228.153] out: timestampE (17, 1447178659.955688)
[54.236.248.119] out: [18] synced transactions.
[54.236.248.119] out: timestampE (18, 1447178659.063335)
[52.31.39.64] out: [36] synced transactions.
[52.31.39.64] out: timestampE (36, 1447178658.768047)
[52.31.164.91] out: [35] synced transactions.
[52.31.164.91] out: timestampE (35, 1447178659.290324)
[54.179.135.65] out: [52] synced transactions.
[54.179.135.65] out: timestampE (52, 1447178659.042067)
[52.33.208.21] out: [5] synced transactions.
[52.33.208.21] out: timestampE (5, 1447178659.414259)
[107.21.5.236] out: [21] synced transactions.
[107.21.5.236] out: timestampE (21, 1447178659.706626)
[52.69.246.137] out: [63] synced transactions.
[52.69.246.137] out: timestampE (63, 1447178659.435287)
[52.192.140.223] out: [61] synced transactions.
[52.192.140.223] out: timestampE (61, 1447178660.496252)
[54.169.238.113] out: [51] synced transactions.
[54.169.238.113] out: timestampE (51, 1447178660.334079)
[54.169.246.32] out: [50] synced transactions.
[54.169.246.32] out: timestampE (50, 1447178660.661776)
[52.69.97.238] out: [57] synced transactions.
[52.69.97.238] out: timestampE (57, 1447178661.351731)
[54.233.97.117] out: [27] synced transactions.
[54.233.97.117] out: timestampE (27, 1447178661.829458)
[52.69.197.55] out: [58] synced transactions.
[52.69.197.55] out: timestampE (58, 1447178661.488810)
[54.169.248.67] out: [48] synced transactions.
[54.169.248.67] out: timestampE (48, 1447178661.653606)
[52.69.80.131] out: [56] synced transactions.
[52.69.80.131] out: timestampE (56, 1447178662.503554)
[54.232.199.192] out: [25] synced transactions.
[54.232.199.192] out: timestampE (25, 1447178663.337266)
[54.169.212.80] out: [55] synced transactions.
[54.169.212.80] out: timestampE (55, 1447178663.309760)
[54.94.243.208] out: [26] synced transactions.
[54.94.243.208] out: timestampE (26, 1447178665.387585)
[54.233.104.96] out: [30] synced transactions.
[54.233.104.96] out: timestampE (30, 1447178664.978164)
[54.233.107.89] out: [29] synced transactions.
[54.233.107.89] out: timestampE (29, 1447178665.409127)
[52.69.156.69] out: [62] synced transactions.
[52.69.156.69] out: timestampE (62, 1447178667.201515)
[107.21.6.4] out: [20] synced transactions.
[107.21.6.4] out: timestampE (20, 1447178666.773528)
[54.207.93.82] out: [24] synced transactions.
[54.207.93.82] out: timestampE (24, 1447178668.198987)
[54.232.218.195] out: [31] synced transactions.
[54.232.218.195] out: timestampE (31, 1447178668.326996)
[54.208.194.6] out: [16] synced transactions.
[54.208.194.6] out: timestampE (16, 1447178670.117935)
[54.232.250.8] out: [28] synced transactions.
[54.232.250.8] out: timestampE (28, 1447178673.183675)

[54.94.243.208] out: servers started
[52.27.237.141] out: got 4096 TXs
[52.27.237.141] out: timestampB (6, 1447199834.722345)
[52.24.127.191] out: got 4096 TXs
[52.24.127.191] out: timestampB (4, 1447199834.975764)
[52.26.214.226] out: got 4096 TXs
[52.26.214.226] out: timestampB (7, 1447199835.879273)
[52.25.56.120] out: got 4095 TXs
[52.25.56.120] out: timestampB (1, 1447199834.913561)
[52.33.103.236] out: got 4096 TXs
[52.33.103.236] out: timestampB (2, 1447199835.455569)
[52.32.155.30] out: got 4096 TXs
[52.32.155.30] out: timestampB (3, 1447199835.097124)
[52.25.82.27] out: got 4096 TXs
[52.25.82.27] out: timestampB (0, 1447199835.097768)
[52.33.208.21] out: got 4096 TXs
[52.33.208.21] out: timestampB (5, 1447199835.075381)
[52.8.92.220] out: got 4096 TXs
[52.8.92.220] out: timestampB (15, 1447199836.840052)
[52.8.19.154] out: got 4096 TXs
[52.8.19.154] out: timestampB (10, 1447199836.721461)
[52.9.72.86] out: got 4096 TXs
[52.9.72.86] out: timestampB (9, 1447199836.499625)
[52.9.64.216] out: got 4096 TXs
[52.9.64.216] out: timestampB (8, 1447199835.534968)
[52.9.74.240] out: got 4096 TXs
[52.9.74.240] out: timestampB (12, 1447199836.220991)
[52.9.74.238] out: got 4096 TXs
[52.9.74.238] out: timestampB (11, 1447199836.418173)
[52.9.74.241] out: got 4096 TXs
[52.9.74.241] out: timestampB (13, 1447199836.323866)
[52.9.74.239] out: got 4096 TXs
[52.9.74.239] out: timestampB (14, 1447199836.301659)
[54.236.248.119] out: got 4096 TXs
[54.236.248.119] out: timestampB (18, 1447199835.997339)
[52.91.78.88] out: got 4096 TXs
[52.91.78.88] out: timestampB (22, 1447199836.196674)
[54.209.228.153] out: got 4096 TXs
[54.209.228.153] out: timestampB (17, 1447199837.518983)
[52.91.97.171] out: got 4096 TXs
[52.91.97.171] out: timestampB (19, 1447199836.112663)
[54.208.194.6] out: got 4096 TXs
[54.208.194.6] out: timestampB (16, 1447199835.615738)
[107.21.6.4] out: got 4096 TXs
[107.21.6.4] out: timestampB (20, 1447199835.181085)
[52.23.168.188] out: got 4096 TXs
[52.23.168.188] out: timestampB (23, 1447199836.178300)
[107.21.5.236] out: got 4096 TXs
[107.21.5.236] out: timestampB (21, 1447199836.506108)
[52.31.124.103] out: got 4096 TXs
[52.31.124.103] out: timestampB (37, 1447199838.862474)
[52.30.176.61] out: got 4096 TXs
[52.30.176.61] out: timestampB (39, 1447199837.974150)
[52.16.85.22] out: got 4096 TXs
[52.16.85.22] out: timestampB (34, 1447199838.040990)
[52.17.24.113] out: got 4096 TXs
[52.17.24.113] out: timestampB (33, 1447199839.906210)
[52.31.39.64] out: got 4096 TXs
[52.31.39.64] out: timestampB (36, 1447199838.285935)
[52.19.164.11] out: got 4096 TXs
[52.19.164.11] out: timestampB (32, 1447199841.073893)
[52.31.164.91] out: got 4096 TXs
[52.31.164.91] out: timestampB (35, 1447199839.268698)
[52.29.143.40] out: got 4096 TXs
