[52.31.124.103] out: servers started
[54.169.248.67] out: got 16384 TXs
[54.169.248.67] out: timestampB (48, 1447174258.452344)
[54.233.107.89] out: got 16384 TXs
[54.233.107.89] out: timestampB (29, 1447174258.715365)
[54.169.238.113] out: got 16384 TXs
[54.169.238.113] out: timestampB (51, 1447174258.566962)
[54.94.243.208] out: got 16384 TXs
[54.94.243.208] out: timestampB (26, 1447174259.700193)
[54.233.104.96] out: got 16384 TXs
[54.233.104.96] out: timestampB (30, 1447174259.239878)
[54.179.135.65] out: got 16384 TXs
[54.179.135.65] out: timestampB (52, 1447174258.771599)
[54.232.218.195] out: got 16384 TXs
[54.232.218.195] out: timestampB (31, 1447174259.222115)
[52.91.97.171] out: [19] synced transactions.
[52.91.97.171] out: timestampE (19, 1447174451.232247)
[52.29.43.107] out: [41] synced transactions.
[52.29.43.107] out: timestampE (41, 1447174451.461055)
[52.29.143.40] out: [43] synced transactions.
[52.29.143.40] out: timestampE (43, 1447174451.535066)
[52.91.78.88] out: [22] synced transactions.
[52.91.78.88] out: timestampE (22, 1447174451.745542)
[52.32.155.30] out: [1] synced transactions.
[52.32.155.30] out: timestampE (1, 1447174451.723801)
[52.24.127.191] out: [4] synced transactions.
[52.24.127.191] out: timestampE (4, 1447174451.738512)
[52.27.237.141] out: [6] synced transactions.
[52.27.237.141] out: timestampE (6, 1447174451.496868)
[52.31.124.103] out: [37] synced transactions.
[52.31.124.103] out: timestampE (37, 1447174451.880300)
[52.16.85.22] out: [34] synced transactions.
[52.16.85.22] out: timestampE (34, 1447174451.635342)
[54.236.248.119] out: [18] synced transactions.
[54.236.248.119] out: timestampE (18, 1447174451.949355)
[107.21.5.236] out: [21] synced transactions.
[107.21.5.236] out: timestampE (21, 1447174452.045614)
[52.23.168.188] out: [23] synced transactions.
[52.23.168.188] out: timestampE (23, 1447174452.044503)
[52.25.56.120] out: [2] synced transactions.
[52.25.56.120] out: timestampE (2, 1447174451.919244)
[52.29.95.105] out: [47] synced transactions.
[52.29.95.105] out: timestampE (47, 1447174452.312165)
[52.9.74.239] out: [14] synced transactions.
[52.9.74.239] out: timestampE (14, 1447174452.144094)
[52.31.39.64] out: [36] synced transactions.
[52.31.39.64] out: timestampE (36, 1447174451.868289)
[52.26.214.226] out: [7] synced transactions.
[52.26.214.226] out: timestampE (7, 1447174452.293219)
[52.9.72.86] out: [9] synced transactions.
[52.9.72.86] out: timestampE (9, 1447174452.359626)
[52.28.65.114] out: [44] synced transactions.
[52.28.65.114] out: timestampE (44, 1447174452.175539)
[52.9.74.240] out: [12] synced transactions.
[52.9.74.240] out: timestampE (12, 1447174452.232393)
[52.29.145.149] out: [46] synced transactions.
[52.29.145.149] out: timestampE (46, 1447174452.070634)
[52.33.208.21] out: [5] synced transactions.
[52.33.208.21] out: timestampE (5, 1447174452.074078)
[52.192.75.43] out: [60] synced transactions.
[52.192.75.43] out: timestampE (60, 1447174452.279224)
[52.9.74.241] out: [13] synced transactions.
[52.9.74.241] out: timestampE (13, 1447174452.325056)
[52.33.103.236] out: [3] synced transactions.
[52.33.103.236] out: timestampE (3, 1447174452.222779)
[52.29.137.216] out: [40] synced transactions.
[52.29.137.216] out: timestampE (40, 1447174452.008771)
[52.192.140.223] out: [61] synced transactions.
[52.192.140.223] out: timestampE (61, 1447174452.865909)
[52.25.82.27] out: [0] synced transactions.
[52.25.82.27] out: timestampE (0, 1447174452.201974)
[52.29.120.70] out: [42] synced transactions.
[52.29.120.70] out: timestampE (42, 1447174452.144704)
[52.192.55.120] out: [59] synced transactions.
[52.192.55.120] out: timestampE (59, 1447174452.341749)
[52.31.41.124] out: [38] synced transactions.
[52.31.41.124] out: timestampE (38, 1447174452.347521)
[52.31.164.91] out: [35] synced transactions.
[52.31.164.91] out: timestampE (35, 1447174452.184189)
[52.17.24.113] out: [33] synced transactions.
[52.17.24.113] out: timestampE (33, 1447174452.413760)
[52.8.19.154] out: [10] synced transactions.
[52.8.19.154] out: timestampE (10, 1447174452.662840)
[52.30.176.61] out: [39] synced transactions.
[52.30.176.61] out: timestampE (39, 1447174452.117383)
[52.9.74.238] out: [11] synced transactions.
[52.9.74.238] out: timestampE (11, 1447174452.548494)
[52.8.92.220] out: [15] synced transactions.
[52.8.92.220] out: timestampE (15, 1447174453.098335)
[52.19.164.11] out: [32] synced transactions.
[52.19.164.11] out: timestampE (32, 1447174453.408803)
[52.69.246.137] out: [63] synced transactions.
[52.69.246.137] out: timestampE (63, 1447174452.339013)
[52.9.64.216] out: [8] synced transactions.
[52.9.64.216] out: timestampE (8, 1447174452.505999)
[52.69.80.131] out: [56] synced transactions.
[52.69.80.131] out: timestampE (56, 1447174452.783359)
[52.29.43.33] out: [45] synced transactions.
[52.29.43.33] out: timestampE (45, 1447174452.770578)
[52.69.156.69] out: [62] synced transactions.
[52.69.156.69] out: timestampE (62, 1447174453.438432)

[107.21.5.236] out: servers started
[52.24.127.191] out: got 16384 TXs
[52.24.127.191] out: timestampB (4, 1447174475.907843)
[52.32.155.30] out: got 16384 TXs
[52.32.155.30] out: timestampB (1, 1447174476.166249)
[52.33.208.21] out: got 16384 TXs
[52.33.208.21] out: timestampB (5, 1447174476.159654)
[52.27.237.141] out: got 16384 TXs
[52.27.237.141] out: timestampB (6, 1447174475.999444)
[52.25.82.27] out: got 16384 TXs
[52.25.82.27] out: timestampB (0, 1447174476.332783)
[52.9.74.239] out: got 16384 TXs
[52.9.74.239] out: timestampB (14, 1447174476.567528)
[52.26.214.226] out: got 16384 TXs
[52.26.214.226] out: timestampB (7, 1447174476.627538)
[52.8.19.154] out: got 16384 TXs
[52.8.19.154] out: timestampB (10, 1447174476.839716)
[52.9.64.216] out: got 16384 TXs
[52.9.64.216] out: timestampB (8, 1447174476.503200)
[52.25.56.120] out: got 16383 TXs
[52.25.56.120] out: timestampB (2, 1447174476.442514)
[52.9.72.86] out: got 16384 TXs
[52.9.72.86] out: timestampB (9, 1447174476.789141)
[52.33.103.236] out: got 16384 TXs
[52.33.103.236] out: timestampB (3, 1447174476.539244)
[52.8.92.220] out: got 16383 TXs
[52.8.92.220] out: timestampB (15, 1447174477.260280)
[52.9.74.240] out: got 16384 TXs
[52.9.74.240] out: timestampB (12, 1447174476.699427)
[52.9.74.238] out: got 16384 TXs
[52.9.74.238] out: timestampB (11, 1447174476.772748)
[52.91.78.88] out: got 16384 TXs
[52.91.78.88] out: timestampB (22, 1447174476.832223)
[54.236.248.119] out: got 16384 TXs
[54.236.248.119] out: timestampB (18, 1447174476.855634)
[52.91.97.171] out: got 16384 TXs
[52.91.97.171] out: timestampB (19, 1447174476.861245)
[52.9.74.241] out: got 16384 TXs
[52.9.74.241] out: timestampB (13, 1447174477.023453)
[52.23.168.188] out: got 16384 TXs
[52.23.168.188] out: timestampB (23, 1447174477.058304)
[54.208.194.6] out: got 16384 TXs
[54.208.194.6] out: timestampB (16, 1447174476.948911)
[54.209.228.153] out: got 16384 TXs
[54.209.228.153] out: timestampB (17, 1447174478.355551)
[52.30.176.61] out: got 16384 TXs
[52.30.176.61] out: timestampB (39, 1447174478.138800)
[107.21.6.4] out: got 16384 TXs
[107.21.6.4] out: timestampB (20, 1447174478.268256)
[52.19.164.11] out: got 16384 TXs
[52.19.164.11] out: timestampB (32, 1447174479.490717)
[107.21.5.236] out: got 16384 TXs
[107.21.5.236] out: timestampB (21, 1447174478.986304)
[52.16.85.22] out: got 16384 TXs
[52.16.85.22] out: timestampB (34, 1447174478.793267)
[52.28.65.114] out: got 16384 TXs
[52.28.65.114] out: timestampB (44, 1447174479.208793)
[52.29.43.107] out: got 16384 TXs
[52.29.43.107] out: timestampB (41, 1447174479.091167)
[52.29.143.40] out: got 16384 TXs
[52.29.143.40] out: timestampB (43, 1447174479.212458)
[52.31.39.64] out: got 16384 TXs
[52.31.39.64] out: timestampB (36, 1447174478.966298)
[52.29.43.33] out: got 16384 TXs
[52.29.43.33] out: timestampB (45, 1447174479.159540)
[52.29.145.149] out: got 16384 TXs
[52.29.145.149] out: timestampB (46, 1447174479.153677)
[52.17.24.113] out: got 16384 TXs
[52.17.24.113] out: timestampB (33, 1447174479.346400)
[52.31.41.124] out: got 16384 TXs
[52.31.41.124] out: timestampB (38, 1447174479.488498)
[52.29.120.70] out: got 16384 TXs
[52.29.120.70] out: timestampB (42, 1447174479.314974)
[52.31.124.103] out: got 16384 TXs
[52.31.124.103] out: timestampB (37, 1447174479.509602)
[52.29.137.216] out: got 16384 TXs
[52.29.137.216] out: timestampB (40, 1447174479.371890)
[52.69.156.69] out: got 16384 TXs
[52.69.156.69] out: timestampB (62, 1447174479.877086)
[52.192.55.120] out: got 16384 TXs
[52.192.55.120] out: timestampB (59, 1447174479.860172)
[52.192.140.223] out: got 16384 TXs
[52.192.140.223] out: timestampB (61, 1447174480.560400)
[52.31.164.91] out: got 16384 TXs
[52.31.164.91] out: timestampB (35, 1447174479.885593)
[52.69.246.137] out: got 16384 TXs
[52.69.246.137] out: timestampB (63, 1447174479.859368)
[52.192.75.43] out: got 16384 TXs
[52.192.75.43] out: timestampB (60, 1447174480.208433)
[52.69.80.131] out: got 16384 TXs
[52.69.80.131] out: timestampB (56, 1447174480.411893)
[52.29.95.105] out: got 16384 TXs
[52.29.95.105] out: timestampB (47, 1447174480.512846)
[52.69.97.238] out: got 16384 TXs
[52.69.97.238] out: timestampB (57, 1447174480.616167)
[52.69.197.55] out: got 16384 TXs
[52.69.197.55] out: timestampB (58, 1447174480.549436)
[54.169.238.113] out: got 16384 TXs
[54.169.238.113] out: timestampB (51, 1447174482.424785)
[54.169.246.32] out: got 16384 TXs
[54.169.246.32] out: timestampB (50, 1447174482.481523)
[54.179.164.162] out: got 16384 TXs
[54.179.164.162] out: timestampB (53, 1447174482.947873)
[54.169.246.15] out: got 16384 TXs
[54.169.246.15] out: timestampB (49, 1447174494.113092)
[54.179.135.65] out: got 16383 TXs
[54.179.135.65] out: timestampB (52, 1447174495.082166)
[54.179.157.121] out: got 16384 TXs
[54.179.157.121] out: timestampB (54, 1447174495.663880)
[54.169.248.67] out: got 16384 TXs
[54.169.248.67] out: timestampB (48, 1447174497.496096)
[54.233.107.89] out: got 16384 TXs
[54.233.107.89] out: timestampB (29, 1447174498.116317)
[54.94.243.208] out: got 16384 TXs
[54.94.243.208] out: timestampB (26, 1447174499.341104)
[54.233.104.96] out: got 16384 TXs
[54.233.104.96] out: timestampB (30, 1447174499.042839)
[54.232.218.195] out: got 16384 TXs
[54.232.218.195] out: timestampB (31, 1447174498.987702)
[54.207.93.82] out: got 16384 TXs
[54.207.93.82] out: timestampB (24, 1447174499.000180)
[54.169.212.80] out: got 16384 TXs
[54.169.212.80] out: timestampB (55, 1447174498.673459)
[54.232.199.192] out: got 16384 TXs
[54.232.199.192] out: timestampB (25, 1447174499.578959)
[54.233.97.117] out: got 16384 TXs
[54.233.97.117] out: timestampB (27, 1447174500.043436)
[54.232.250.8] out: got 16384 TXs
[54.232.250.8] out: timestampB (28, 1447174499.853907)
[52.27.237.141] out: [6] synced transactions.
[52.27.237.141] out: timestampE (6, 1447174662.262598)
[52.24.127.191] out: [4] synced transactions.
[52.24.127.191] out: timestampE (4, 1447174662.582335)
[52.25.56.120] out: [2] synced transactions.
[52.25.56.120] out: timestampE (2, 1447174663.029720)
[52.29.143.40] out: [43] synced transactions.
[52.29.143.40] out: timestampE (43, 1447174663.512381)
[52.23.168.188] out: [23] synced transactions.
[52.23.168.188] out: timestampE (23, 1447174663.817562)
[52.91.97.171] out: [19] synced transactions.
[52.91.97.171] out: timestampE (19, 1447174663.836629)
[52.29.145.149] out: [46] synced transactions.
[52.29.145.149] out: timestampE (46, 1447174663.880435)
[52.32.155.30] out: [1] synced transactions.
[52.32.155.30] out: timestampE (1, 1447174663.949227)
[52.31.124.103] out: [37] synced transactions.
[52.31.124.103] out: timestampE (37, 1447174663.982319)
[52.29.95.105] out: [47] synced transactions.
[52.29.95.105] out: timestampE (47, 1447174664.326260)
[52.28.65.114] out: [44] synced transactions.
[52.28.65.114] out: timestampE (44, 1447174664.062547)
[52.16.85.22] out: [34] synced transactions.
[52.16.85.22] out: timestampE (34, 1447174663.834457)
[52.29.43.107] out: [41] synced transactions.
[52.29.43.107] out: timestampE (41, 1447174664.060350)
[52.30.176.61] out: [39] synced transactions.
[52.30.176.61] out: timestampE (39, 1447174663.954270)
[52.29.137.216] out: [40] synced transactions.
[52.29.137.216] out: timestampE (40, 1447174663.930269)
[52.9.74.240] out: [12] synced transactions.
[52.9.74.240] out: timestampE (12, 1447174664.272811)
[54.236.248.119] out: [18] synced transactions.
[54.236.248.119] out: timestampE (18, 1447174664.231544)
[52.33.208.21] out: [5] synced transactions.
[52.33.208.21] out: timestampE (5, 1447174664.178139)
[52.31.39.64] out: [36] synced transactions.
[52.31.39.64] out: timestampE (36, 1447174664.068064)
[52.9.74.239] out: [14] synced transactions.
[52.9.74.239] out: timestampE (14, 1447174664.454174)
[52.9.72.86] out: [9] synced transactions.
[52.9.72.86] out: timestampE (9, 1447174664.683830)
[52.25.82.27] out: [0] synced transactions.
[52.25.82.27] out: timestampE (0, 1447174664.384343)
[52.8.19.154] out: [10] synced transactions.
[52.8.19.154] out: timestampE (10, 1447174664.840126)
[54.179.164.162] out: [53] synced transactions.
[54.179.164.162] out: timestampE (53, 1447174664.516296)
[52.9.74.241] out: [13] synced transactions.
[52.9.74.241] out: timestampE (13, 1447174664.569717)
[52.9.74.238] out: [11] synced transactions.
[52.9.74.238] out: timestampE (11, 1447174664.738184)
[54.209.228.153] out: [17] synced transactions.
[54.209.228.153] out: timestampE (17, 1447174665.493591)
[52.17.24.113] out: [33] synced transactions.
[52.17.24.113] out: timestampE (33, 1447174664.754913)
[52.31.41.124] out: [38] synced transactions.
[52.31.41.124] out: timestampE (38, 1447174664.739376)
[52.19.164.11] out: [32] synced transactions.
[52.19.164.11] out: timestampE (32, 1447174665.647024)
[52.192.75.43] out: [60] synced transactions.
[52.192.75.43] out: timestampE (60, 1447174664.811122)
[52.29.120.70] out: [42] synced transactions.
[52.29.120.70] out: timestampE (42, 1447174664.616682)
[52.8.92.220] out: [15] synced transactions.
[52.8.92.220] out: timestampE (15, 1447174665.469869)
[52.29.43.33] out: [45] synced transactions.
[52.29.43.33] out: timestampE (45, 1447174664.774377)
[54.169.238.113] out: [51] synced transactions.
[54.169.238.113] out: timestampE (51, 1447174664.685575)
[52.192.140.223] out: [61] synced transactions.
[52.192.140.223] out: timestampE (61, 1447174665.446106)
[52.9.64.216] out: [8] synced transactions.
[52.9.64.216] out: timestampE (8, 1447174664.839426)
[52.69.246.137] out: [63] synced transactions.
[52.69.246.137] out: timestampE (63, 1447174664.799658)
[52.69.97.238] out: [57] synced transactions.
[52.69.97.238] out: timestampE (57, 1447174665.133602)
[52.26.214.226] out: [7] synced transactions.
[52.26.214.226] out: timestampE (7, 1447174665.364104)
[52.33.103.236] out: [3] synced transactions.
[52.33.103.236] out: timestampE (3, 1447174665.431575)
[52.91.78.88] out: [22] synced transactions.
[52.91.78.88] out: timestampE (22, 1447174665.995351)
[52.69.197.55] out: [58] synced transactions.
[52.69.197.55] out: timestampE (58, 1447174666.080410)
[52.69.156.69] out: [62] synced transactions.
[52.69.156.69] out: timestampE (62, 1447174670.355180)
[52.69.80.131] out: [56] synced transactions.
[52.69.80.131] out: timestampE (56, 1447174671.816612)
[107.21.5.236] out: [21] synced transactions.
[107.21.5.236] out: timestampE (21, 1447174671.910597)
[52.192.55.120] out: [59] synced transactions.
[52.192.55.120] out: timestampE (59, 1447174674.573098)
[54.169.246.32] out: [50] synced transactions.
[54.169.246.32] out: timestampE (50, 1447174681.327468)
[52.31.164.91] out: [35] synced transactions.
[52.31.164.91] out: timestampE (35, 1447174704.611933)
[54.169.246.15] out: [49] synced transactions.
[54.169.246.15] out: timestampE (49, 1447174714.842808)
[54.94.243.208] out: [26] synced transactions.
[54.94.243.208] out: timestampE (26, 1447174718.764364)
[54.233.107.89] out: [29] synced transactions.
[54.233.107.89] out: timestampE (29, 1447174720.777765)
[54.169.248.67] out: [48] synced transactions.
[54.169.248.67] out: timestampE (48, 1447174723.398360)
[54.207.93.82] out: [24] synced transactions.
[54.207.93.82] out: timestampE (24, 1447174726.829643)
[54.179.157.121] out: [54] synced transactions.
[54.179.157.121] out: timestampE (54, 1447174735.770824)
[54.233.104.96] out: [30] synced transactions.
[54.233.104.96] out: timestampE (30, 1447174744.122284)
[54.232.218.195] out: [31] synced transactions.
[54.232.218.195] out: timestampE (31, 1447174744.123959)
[54.169.212.80] out: [55] synced transactions.
[54.169.212.80] out: timestampE (55, 1447174744.768369)
[54.179.135.65] out: [52] synced transactions.
[54.179.135.65] out: timestampE (52, 1447174745.480959)
[54.232.250.8] out: [28] synced transactions.
[54.232.250.8] out: timestampE (28, 1447174751.905659)
[54.232.199.192] out: [25] synced transactions.
[54.232.199.192] out: timestampE (25, 1447174756.442777)
[54.233.97.117] out: [27] synced transactions.
[54.233.97.117] out: timestampE (27, 1447174759.935187)
[54.208.194.6] out: [16] synced transactions.
[54.208.194.6] out: timestampE (16, 1447174759.650975)
[107.21.6.4] out: [20] synced transactions.
[107.21.6.4] out: timestampE (20, 1447174766.118623)

[52.91.78.88] out: servers started
[52.24.127.191] out: got 16384 TXs
[52.24.127.191] out: timestampB (4, 1447174894.465992)
[52.33.208.21] out: got 16384 TXs
[52.33.208.21] out: timestampB (5, 1447174894.575657)
[52.25.82.27] out: got 16384 TXs
[52.25.82.27] out: timestampB (0, 1447174894.585722)
[52.32.155.30] out: got 16384 TXs
[52.32.155.30] out: timestampB (1, 1447174894.774330)
[52.9.74.241] out: got 16384 TXs
[52.9.74.241] out: timestampB (13, 1447174894.933761)
[52.26.214.226] out: got 16384 TXs
[52.26.214.226] out: timestampB (7, 1447174895.048885)
[52.9.74.239] out: got 16384 TXs
[52.9.74.239] out: timestampB (14, 1447174895.060390)
[52.8.19.154] out: got 16384 TXs
[52.8.19.154] out: timestampB (10, 1447174895.355896)
[52.9.72.86] out: got 16384 TXs
[52.9.72.86] out: timestampB (9, 1447174895.254379)
[52.25.56.120] out: got 16384 TXs
[52.25.56.120] out: timestampB (2, 1447174894.951165)
[52.33.103.236] out: got 16384 TXs
[52.33.103.236] out: timestampB (3, 1447174895.056112)
[52.9.64.216] out: got 16384 TXs
[52.9.64.216] out: timestampB (8, 1447174895.080712)
[52.27.237.141] out: got 16384 TXs
[52.27.237.141] out: timestampB (6, 1447174894.732420)
[52.9.74.240] out: got 16384 TXs
[52.9.74.240] out: timestampB (12, 1447174895.198549)
[52.8.92.220] out: got 16384 TXs
[52.8.92.220] out: timestampB (15, 1447174895.889849)
[52.91.97.171] out: got 16384 TXs
[52.91.97.171] out: timestampB (19, 1447174895.303433)
[107.21.6.4] out: got 16384 TXs
[107.21.6.4] out: timestampB (20, 1447174895.319385)
[107.21.5.236] out: got 16384 TXs
[107.21.5.236] out: timestampB (21, 1447174895.601605)
[54.236.248.119] out: got 16384 TXs
[54.236.248.119] out: timestampB (18, 1447174895.572601)
[54.209.228.153] out: got 16384 TXs
[54.209.228.153] out: timestampB (17, 1447174896.513372)
[52.23.168.188] out: got 16384 TXs
[52.23.168.188] out: timestampB (23, 1447174895.677676)
[52.9.74.238] out: got 16384 TXs
[52.9.74.238] out: timestampB (11, 1447174895.972466)
[54.208.194.6] out: got 16384 TXs
[54.208.194.6] out: timestampB (16, 1447174895.741718)
[52.30.176.61] out: got 16384 TXs
[52.30.176.61] out: timestampB (39, 1447174896.605944)
[52.19.164.11] out: got 16384 TXs
[52.19.164.11] out: timestampB (32, 1447174897.848614)
[52.91.78.88] out: got 16384 TXs
[52.91.78.88] out: timestampB (22, 1447174897.230235)
[52.31.39.64] out: got 16384 TXs
[52.31.39.64] out: timestampB (36, 1447174897.367497)
[52.31.41.124] out: got 16384 TXs
[52.31.41.124] out: timestampB (38, 1447174897.737797)
[52.29.143.40] out: got 16384 TXs
[52.29.143.40] out: timestampB (43, 1447174897.713447)
[52.29.43.107] out: got 16384 TXs
[52.29.43.107] out: timestampB (41, 1447174897.617504)
[52.29.43.33] out: got 16384 TXs
[52.29.43.33] out: timestampB (45, 1447174897.683790)
[52.29.95.105] out: got 16384 TXs
[52.29.95.105] out: timestampB (47, 1447174898.079726)
[52.29.145.149] out: got 16384 TXs
[52.29.145.149] out: timestampB (46, 1447174897.738658)
[52.17.24.113] out: got 16384 TXs
[52.17.24.113] out: timestampB (33, 1447174898.010549)
[52.29.120.70] out: got 16384 TXs
[52.29.120.70] out: timestampB (42, 1447174897.754333)
[52.28.65.114] out: got 16383 TXs
[52.28.65.114] out: timestampB (44, 1447174898.028563)
[52.16.85.22] out: got 16384 TXs
[52.16.85.22] out: timestampB (34, 1447174897.716856)
[52.29.137.216] out: got 16384 TXs
[52.29.137.216] out: timestampB (40, 1447174897.939755)
[52.69.246.137] out: got 16384 TXs
[52.69.246.137] out: timestampB (63, 1447174898.310723)
[52.192.55.120] out: got 16384 TXs
[52.192.55.120] out: timestampB (59, 1447174898.536717)
[52.69.156.69] out: got 16384 TXs
[52.69.156.69] out: timestampB (62, 1447174898.695295)
[52.192.140.223] out: got 16384 TXs
[52.192.140.223] out: timestampB (61, 1447174899.205541)
[52.69.80.131] out: got 16384 TXs
[52.69.80.131] out: timestampB (56, 1447174898.793238)
[52.69.97.238] out: got 16384 TXs
[52.69.97.238] out: timestampB (57, 1447174898.662145)
[52.31.124.103] out: got 16384 TXs
[52.31.124.103] out: timestampB (37, 1447174898.875803)
[52.192.75.43] out: got 16384 TXs
[52.192.75.43] out: timestampB (60, 1447174899.196453)
[52.69.197.55] out: got 16384 TXs
[52.69.197.55] out: timestampB (58, 1447174899.047758)
[52.31.164.91] out: got 16384 TXs
[52.31.164.91] out: timestampB (35, 1447174899.651805)
[54.169.238.113] out: got 16384 TXs
[54.169.238.113] out: timestampB (51, 1447174903.540558)
[54.179.157.121] out: got 16384 TXs
[54.179.157.121] out: timestampB (54, 1447174913.307384)
[54.179.164.162] out: got 16384 TXs
[54.179.164.162] out: timestampB (53, 1447174913.479747)
[54.169.246.15] out: got 16384 TXs
[54.169.246.15] out: timestampB (49, 1447174914.395958)
[54.169.246.32] out: got 16384 TXs
[54.169.246.32] out: timestampB (50, 1447174915.852361)
