[54.94.243.208] out: servers started
[52.31.41.124] out: [38] synced transactions.
[52.31.41.124] out: timestampE (38, 1447170300.678618)
[54.169.246.15] out: [49] synced transactions.
[54.169.246.15] out: timestampE (49, 1447170301.393989)
[52.69.246.137] out: [63] synced transactions.
[52.69.246.137] out: timestampE (63, 1447170301.648157)
[52.192.140.223] out: [61] synced transactions.
[52.192.140.223] out: timestampE (61, 1447170302.363703)
[54.179.164.162] out: [53] synced transactions.
[54.179.164.162] out: timestampE (53, 1447170302.317736)
[54.179.157.121] out: [54] synced transactions.
[54.179.157.121] out: timestampE (54, 1447170303.108169)
[54.169.246.32] out: [50] synced transactions.
[54.169.246.32] out: timestampE (50, 1447170303.491481)
[54.233.107.89] out: [29] synced transactions.
[54.233.107.89] out: timestampE (29, 1447170303.799130)
[54.207.93.82] out: [24] synced transactions.
[54.207.93.82] out: timestampE (24, 1447170304.264965)
[54.232.199.192] out: [25] synced transactions.
[54.232.199.192] out: timestampE (25, 1447170305.632623)
[54.233.104.96] out: [30] synced transactions.
[54.233.104.96] out: timestampE (30, 1447170305.979343)
[54.94.243.208] out: [26] synced transactions.
[54.94.243.208] out: timestampE (26, 1447170306.931680)
[54.169.248.67] out: [48] synced transactions.
[54.169.248.67] out: timestampE (48, 1447170308.277665)
[54.169.212.80] out: [55] synced transactions.
[54.169.212.80] out: timestampE (55, 1447170308.101085)
[54.232.218.195] out: [31] synced transactions.
[54.232.218.195] out: timestampE (31, 1447170308.862300)
[54.179.135.65] out: [52] synced transactions.
[54.179.135.65] out: timestampE (52, 1447170308.851740)
[54.233.97.117] out: [27] synced transactions.
[54.233.97.117] out: timestampE (27, 1447170309.735636)
[54.169.238.113] out: [51] synced transactions.
[54.169.238.113] out: timestampE (51, 1447170309.662131)
[54.232.250.8] out: [28] synced transactions.
[54.232.250.8] out: timestampE (28, 1447170310.740209)

[54.207.93.82] out: servers started
[52.27.237.141] out: got 1024 TXs
[52.27.237.141] out: timestampB (6, 1447170342.985714)
[52.33.208.21] out: got 1024 TXs
[52.33.208.21] out: timestampB (5, 1447170343.285621)
[52.33.103.236] out: got 1024 TXs
[52.33.103.236] out: timestampB (3, 1447170343.309802)
[52.26.214.226] out: got 1024 TXs
[52.26.214.226] out: timestampB (7, 1447170343.451499)
[52.25.82.27] out: got 1024 TXs
[52.25.82.27] out: timestampB (0, 1447170343.321973)
[52.32.155.30] out: got 1024 TXs
[52.32.155.30] out: timestampB (1, 1447170343.368624)
[52.24.127.191] out: got 1024 TXs
[52.24.127.191] out: timestampB (4, 1447170343.315021)
[52.8.92.220] out: got 1024 TXs
[52.8.92.220] out: timestampB (15, 1447170344.127565)
[52.25.56.120] out: got 1024 TXs
[52.25.56.120] out: timestampB (2, 1447170343.526825)
[52.9.74.240] out: got 1024 TXs
[52.9.74.240] out: timestampB (12, 1447170343.531185)
[52.8.19.154] out: got 1024 TXs
[52.8.19.154] out: timestampB (10, 1447170343.792471)
[52.9.72.86] out: got 1024 TXs
[52.9.72.86] out: timestampB (9, 1447170343.700811)
[52.9.64.216] out: got 1024 TXs
[52.9.64.216] out: timestampB (8, 1447170343.602906)
[52.9.74.238] out: got 1024 TXs
[52.9.74.238] out: timestampB (11, 1447170343.643419)
[52.9.74.241] out: got 1024 TXs
[52.9.74.241] out: timestampB (13, 1447170343.601828)
[52.9.74.239] out: got 1024 TXs
[52.9.74.239] out: timestampB (14, 1447170343.627601)
[54.208.194.6] out: got 1024 TXs
[54.208.194.6] out: timestampB (16, 1447170343.749398)
[107.21.5.236] out: got 1024 TXs
[107.21.5.236] out: timestampB (21, 1447170343.854139)
[52.23.168.188] out: got 1024 TXs
[52.23.168.188] out: timestampB (23, 1447170343.853788)
[52.91.78.88] out: got 1024 TXs
[52.91.78.88] out: timestampB (22, 1447170343.893126)
[54.236.248.119] out: got 1024 TXs
[54.236.248.119] out: timestampB (18, 1447170343.797453)
[107.21.6.4] out: got 1024 TXs
[107.21.6.4] out: timestampB (20, 1447170343.801247)
[54.209.228.153] out: got 1024 TXs
[54.209.228.153] out: timestampB (17, 1447170344.679684)
[52.91.97.171] out: got 1024 TXs
[52.91.97.171] out: timestampB (19, 1447170344.003670)
[52.31.124.103] out: got 1024 TXs
[52.31.124.103] out: timestampB (37, 1447170346.304394)
[52.31.39.64] out: got 1024 TXs
[52.31.39.64] out: timestampB (36, 1447170346.276924)
[52.31.164.91] out: got 1024 TXs
[52.31.164.91] out: timestampB (35, 1447170346.336305)
[52.30.176.61] out: got 1024 TXs
[52.30.176.61] out: timestampB (39, 1447170346.353785)
[52.17.24.113] out: got 1024 TXs
[52.17.24.113] out: timestampB (33, 1447170346.431846)
[52.31.41.124] out: got 1024 TXs
[52.31.41.124] out: timestampB (38, 1447170346.424954)
[52.16.85.22] out: got 1024 TXs
[52.16.85.22] out: timestampB (34, 1447170346.281376)
[52.19.164.11] out: got 1024 TXs
[52.19.164.11] out: timestampB (32, 1447170347.405979)
[52.192.75.43] out: got 1024 TXs
[52.192.75.43] out: timestampB (60, 1447170346.898759)
[52.69.156.69] out: got 1024 TXs
[52.69.156.69] out: timestampB (62, 1447170346.961749)
[52.69.197.55] out: got 1024 TXs
[52.69.197.55] out: timestampB (58, 1447170346.926898)
[52.192.140.223] out: got 1024 TXs
[52.192.140.223] out: timestampB (61, 1447170347.609102)
[52.69.246.137] out: got 1024 TXs
[52.69.246.137] out: timestampB (63, 1447170346.946096)
[52.192.55.120] out: got 1024 TXs
[52.192.55.120] out: timestampB (59, 1447170347.028825)
[52.69.97.238] out: got 1024 TXs
[52.69.97.238] out: timestampB (57, 1447170347.043205)
[52.69.80.131] out: got 1024 TXs
[52.69.80.131] out: timestampB (56, 1447170347.206470)
[52.29.145.149] out: got 1024 TXs
[52.29.145.149] out: timestampB (46, 1447170347.123494)
[52.29.143.40] out: got 1024 TXs
[52.29.143.40] out: timestampB (43, 1447170347.173595)
[52.29.43.107] out: got 1024 TXs
[52.29.43.107] out: timestampB (41, 1447170347.092547)
[52.28.65.114] out: got 1024 TXs
[52.28.65.114] out: timestampB (44, 1447170347.234509)
[52.29.120.70] out: got 1024 TXs
[52.29.120.70] out: timestampB (42, 1447170347.215982)
[52.29.137.216] out: got 1024 TXs
[52.29.137.216] out: timestampB (40, 1447170347.168125)
[52.29.43.33] out: got 1024 TXs
[52.29.43.33] out: timestampB (45, 1447170347.319300)
[52.29.95.105] out: got 1024 TXs
[52.29.95.105] out: timestampB (47, 1447170347.790933)
[54.179.164.162] out: got 1024 TXs
[54.179.164.162] out: timestampB (53, 1447170350.262767)
[54.169.248.67] out: got 1024 TXs
[54.169.248.67] out: timestampB (48, 1447170350.197219)
[54.169.246.15] out: got 1024 TXs
[54.169.246.15] out: timestampB (49, 1447170350.274556)
[54.169.246.32] out: got 1024 TXs
[54.169.246.32] out: timestampB (50, 1447170350.266582)
[54.169.238.113] out: got 1024 TXs
[54.169.238.113] out: timestampB (51, 1447170350.368880)
[54.169.212.80] out: got 1024 TXs
[54.169.212.80] out: timestampB (55, 1447170349.955434)
[54.179.135.65] out: got 1024 TXs
[54.179.135.65] out: timestampB (52, 1447170350.222681)
[54.232.250.8] out: got 1024 TXs
[54.232.250.8] out: timestampB (28, 1447170350.459725)
[54.232.199.192] out: got 1024 TXs
[54.232.199.192] out: timestampB (25, 1447170350.582744)
[54.233.104.96] out: got 1024 TXs
[54.233.104.96] out: timestampB (30, 1447170350.519756)
[54.233.97.117] out: got 1024 TXs
[54.233.97.117] out: timestampB (27, 1447170350.674564)
[54.94.243.208] out: got 1024 TXs
[54.94.243.208] out: timestampB (26, 1447170351.114264)
[54.232.218.195] out: got 1024 TXs
[54.232.218.195] out: timestampB (31, 1447170350.548016)
[54.233.107.89] out: got 1024 TXs
[54.233.107.89] out: timestampB (29, 1447170350.788364)
[54.207.93.82] out: got 1024 TXs
[54.207.93.82] out: timestampB (24, 1447170351.119856)
[54.179.157.121] out: got 1024 TXs
[54.179.157.121] out: timestampB (54, 1447170351.377571)
[52.29.43.107] out: [41] synced transactions.
[52.29.43.107] out: timestampE (41, 1447170362.464259)
[52.91.97.171] out: [19] synced transactions.
[52.91.97.171] out: timestampE (19, 1447170362.494127)
[52.31.124.103] out: [37] synced transactions.
[52.31.124.103] out: timestampE (37, 1447170362.464132)
[52.91.78.88] out: [22] synced transactions.
[52.91.78.88] out: timestampE (22, 1447170362.585234)
[54.236.248.119] out: [18] synced transactions.
[54.236.248.119] out: timestampE (18, 1447170362.509216)
[52.24.127.191] out: [4] synced transactions.
[52.24.127.191] out: timestampE (4, 1447170362.476767)
[52.29.143.40] out: [43] synced transactions.
[52.29.143.40] out: timestampE (43, 1447170362.533720)
[52.29.120.70] out: [42] synced transactions.
[52.29.120.70] out: timestampE (42, 1447170362.527871)
[52.32.155.30] out: [1] synced transactions.
[52.32.155.30] out: timestampE (1, 1447170362.622608)
[52.29.43.33] out: [45] synced transactions.
[52.29.43.33] out: timestampE (45, 1447170362.516603)
[52.29.95.105] out: [47] synced transactions.
[52.29.95.105] out: timestampE (47, 1447170362.850721)
[52.29.145.149] out: [46] synced transactions.
[52.29.145.149] out: timestampE (46, 1447170362.549891)
[52.29.137.216] out: [40] synced transactions.
[52.29.137.216] out: timestampE (40, 1447170362.485790)
[107.21.5.236] out: [21] synced transactions.
[107.21.5.236] out: timestampE (21, 1447170362.643042)
[52.23.168.188] out: [23] synced transactions.
[52.23.168.188] out: timestampE (23, 1447170362.645323)
[52.27.237.141] out: [6] synced transactions.
[52.27.237.141] out: timestampE (6, 1447170362.314128)
[52.31.39.64] out: [36] synced transactions.
[52.31.39.64] out: timestampE (36, 1447170362.496347)
[52.28.65.114] out: [44] synced transactions.
[52.28.65.114] out: timestampE (44, 1447170362.714031)
[52.9.74.239] out: [14] synced transactions.
[52.9.74.239] out: timestampE (14, 1447170362.954063)
[52.9.74.240] out: [12] synced transactions.
[52.9.74.240] out: timestampE (12, 1447170362.957290)
[52.33.103.236] out: [3] synced transactions.
[52.33.103.236] out: timestampE (3, 1447170363.004459)
[52.9.64.216] out: [8] synced transactions.
[52.9.64.216] out: timestampE (8, 1447170363.020516)
[52.9.72.86] out: [9] synced transactions.
[52.9.72.86] out: timestampE (9, 1447170363.159012)
[52.26.214.226] out: [7] synced transactions.
[52.26.214.226] out: timestampE (7, 1447170363.140572)
[52.8.92.220] out: [15] synced transactions.
[52.8.92.220] out: timestampE (15, 1447170363.620748)
[52.33.208.21] out: [5] synced transactions.
[52.33.208.21] out: timestampE (5, 1447170363.026468)
[52.30.176.61] out: [39] synced transactions.
[52.30.176.61] out: timestampE (39, 1447170362.981303)
[52.16.85.22] out: [34] synced transactions.
[52.16.85.22] out: timestampE (34, 1447170362.896437)
[52.9.74.238] out: [11] synced transactions.
[52.9.74.238] out: timestampE (11, 1447170363.123245)
[54.209.228.153] out: [17] synced transactions.
[54.209.228.153] out: timestampE (17, 1447170363.837333)
[107.21.6.4] out: [20] synced transactions.
[107.21.6.4] out: timestampE (20, 1447170362.997831)
[52.25.56.120] out: [2] synced transactions.
[52.25.56.120] out: timestampE (2, 1447170363.084975)
[52.25.82.27] out: [0] synced transactions.
[52.25.82.27] out: timestampE (0, 1447170363.103269)
[52.8.19.154] out: [10] synced transactions.
[52.8.19.154] out: timestampE (10, 1447170363.345350)
[54.208.194.6] out: [16] synced transactions.
[54.208.194.6] out: timestampE (16, 1447170363.047807)
[52.9.74.241] out: [13] synced transactions.
[52.9.74.241] out: timestampE (13, 1447170363.159522)
[52.19.164.11] out: [32] synced transactions.
[52.19.164.11] out: timestampE (32, 1447170364.243441)
[52.69.97.238] out: [57] synced transactions.
[52.69.97.238] out: timestampE (57, 1447170363.898257)
[52.69.197.55] out: [58] synced transactions.
[52.69.197.55] out: timestampE (58, 1447170364.037850)
[54.169.246.15] out: [49] synced transactions.
[54.169.246.15] out: timestampE (49, 1447170364.119322)
[52.192.55.120] out: [59] synced transactions.
[52.192.55.120] out: timestampE (59, 1447170364.174717)
[52.31.41.124] out: [38] synced transactions.
[52.31.41.124] out: timestampE (38, 1447170364.242081)
[52.192.140.223] out: [61] synced transactions.
[52.192.140.223] out: timestampE (61, 1447170364.824530)
[52.192.75.43] out: [60] synced transactions.
[52.192.75.43] out: timestampE (60, 1447170364.292700)
[54.179.164.162] out: [53] synced transactions.
[54.179.164.162] out: timestampE (53, 1447170364.528171)
[52.69.246.137] out: [63] synced transactions.
[52.69.246.137] out: timestampE (63, 1447170364.843700)
[52.69.80.131] out: [56] synced transactions.
[52.69.80.131] out: timestampE (56, 1447170365.262566)
[54.179.157.121] out: [54] synced transactions.
[54.179.157.121] out: timestampE (54, 1447170365.668057)
[52.69.156.69] out: [62] synced transactions.
[52.69.156.69] out: timestampE (62, 1447170365.763639)
[52.17.24.113] out: [33] synced transactions.
[52.17.24.113] out: timestampE (33, 1447170367.533940)
[54.169.212.80] out: [55] synced transactions.
[54.169.212.80] out: timestampE (55, 1447170368.130822)
[52.31.164.91] out: [35] synced transactions.
[52.31.164.91] out: timestampE (35, 1447170368.626323)
[54.169.248.67] out: [48] synced transactions.
[54.169.248.67] out: timestampE (48, 1447170368.988193)
[54.232.199.192] out: [25] synced transactions.
[54.232.199.192] out: timestampE (25, 1447170369.386386)
[54.232.218.195] out: [31] synced transactions.
[54.232.218.195] out: timestampE (31, 1447170369.443987)
[54.94.243.208] out: [26] synced transactions.
[54.94.243.208] out: timestampE (26, 1447170370.152998)
[54.232.250.8] out: [28] synced transactions.
[54.232.250.8] out: timestampE (28, 1447170369.580108)
[54.179.135.65] out: [52] synced transactions.
[54.179.135.65] out: timestampE (52, 1447170369.485182)
[54.169.246.32] out: [50] synced transactions.
[54.169.246.32] out: timestampE (50, 1447170369.664879)
[54.233.104.96] out: [30] synced transactions.
[54.233.104.96] out: timestampE (30, 1447170369.848505)
[54.233.97.117] out: [27] synced transactions.
[54.233.97.117] out: timestampE (27, 1447170370.036889)
[54.207.93.82] out: [24] synced transactions.
[54.207.93.82] out: timestampE (24, 1447170370.230859)
[54.169.238.113] out: [51] synced transactions.
[54.169.238.113] out: timestampE (51, 1447170370.868956)
[54.233.107.89] out: [29] synced transactions.
[54.233.107.89] out: timestampE (29, 1447170372.036871)

[54.233.97.117] out: servers started
[52.9.64.216] out: got 1024 TXs
[52.9.64.216] out: timestampB (8, 1447170410.022994)
[52.8.19.154] out: got 1024 TXs
[52.8.19.154] out: timestampB (10, 1447170410.203147)
[52.9.74.239] out: got 1024 TXs
[52.9.74.239] out: timestampB (14, 1447170409.998612)
[52.32.155.30] out: got 1024 TXs
[52.32.155.30] out: timestampB (1, 1447170410.202558)
[54.236.248.119] out: got 1024 TXs
[54.236.248.119] out: timestampB (18, 1447170410.162624)
[107.21.6.4] out: got 1024 TXs
[107.21.6.4] out: timestampB (20, 1447170410.150132)
[52.91.78.88] out: got 1024 TXs
[52.91.78.88] out: timestampB (22, 1447170410.267608)
[52.23.168.188] out: got 1024 TXs
[52.23.168.188] out: timestampB (23, 1447170410.265736)
[52.8.92.220] out: got 1024 TXs
[52.8.92.220] out: timestampB (15, 1447170410.834464)
[107.21.5.236] out: got 1024 TXs
[107.21.5.236] out: timestampB (21, 1447170410.264199)
[54.209.228.153] out: got 1024 TXs
[54.209.228.153] out: timestampB (17, 1447170411.018179)
[54.208.194.6] out: got 1024 TXs
[54.208.194.6] out: timestampB (16, 1447170410.227982)
[52.26.214.226] out: got 1024 TXs
[52.26.214.226] out: timestampB (7, 1447170410.442548)
[52.9.74.238] out: got 1024 TXs
[52.9.74.238] out: timestampB (11, 1447170410.418691)
[52.25.82.27] out: got 1024 TXs
[52.25.82.27] out: timestampB (0, 1447170410.368012)
[52.27.237.141] out: got 1024 TXs
[52.27.237.141] out: timestampB (6, 1447170410.050702)
[52.24.127.191] out: got 1024 TXs
[52.24.127.191] out: timestampB (4, 1447170410.308194)
[52.25.56.120] out: got 1024 TXs
[52.25.56.120] out: timestampB (2, 1447170410.360395)
[52.33.103.236] out: got 1024 TXs
[52.33.103.236] out: timestampB (3, 1447170410.381553)
[52.33.208.21] out: got 1024 TXs
[52.33.208.21] out: timestampB (5, 1447170410.372083)
[52.9.74.241] out: got 1024 TXs
[52.9.74.241] out: timestampB (13, 1447170410.460297)
[52.91.97.171] out: got 1024 TXs
[52.91.97.171] out: timestampB (19, 1447170410.462459)
[52.9.74.240] out: got 1024 TXs
[52.9.74.240] out: timestampB (12, 1447170410.560030)
[52.9.72.86] out: got 1024 TXs
[52.9.72.86] out: timestampB (9, 1447170410.927786)
[52.16.85.22] out: got 1024 TXs
[52.16.85.22] out: timestampB (34, 1447170412.528219)
[52.31.164.91] out: got 1024 TXs
[52.31.164.91] out: timestampB (35, 1447170412.580782)
[52.31.39.64] out: got 1024 TXs
[52.31.39.64] out: timestampB (36, 1447170412.581498)
[52.31.124.103] out: got 1024 TXs
[52.31.124.103] out: timestampB (37, 1447170412.660477)
[52.17.24.113] out: got 1024 TXs
[52.17.24.113] out: timestampB (33, 1447170412.776813)
[52.31.41.124] out: got 1024 TXs
[52.31.41.124] out: timestampB (38, 1447170412.844348)
[52.19.164.11] out: got 1024 TXs
[52.19.164.11] out: timestampB (32, 1447170413.723067)
[52.192.75.43] out: got 1024 TXs
